Location,Crop,Soil_Type,pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Expected_Yield_ton_per_hectare
Ranchi,Maize,Sandy Loam,6.9,Low,Medium,High,1156,25,3.05
Ranchi,Pulses,Loamy,6.48,Low,Low,Medium,996,21,1.39
Ranchi,Wheat,Clay Loam,6.8,Medium,Medium,Medium,1095,21,1.98
Ranchi,Pulses,Sandy Loam,7.35,Medium,Low,Low,915,25,1.45
Ranchi,Pulses,Sandy Loam,6.57,Low,Low,Low,1055,21,1.92
Ranchi,Pulses,Loamy,7.24,Medium,Low,Low,927,23,1.1
Ranchi,Rice,Clay Loam,5.6,High,High,Medium,1243,26,2.56
Ranchi,Maize,Loamy,7.29,High,Medium,Low,1057,25,2.61
Ranchi,Rice,Clayey,5.84,Medium,Low,Low,1330,30,2.55
Ranchi,Maize,Sandy Loam,6.79,High,High,Low,1003,28,3.36
Ranchi,Rice,Clay Loam,6.68,Medium,Low,Medium,1581,23,3.02
Ranchi,Rice,Loamy,5.94,High,Low,Medium,1315,23,3.93
Ranchi,Rice,Clayey,5.63,High,Medium,Low,1376,22,3.84
Ranchi,Wheat,Loamy,7.07,High,High,High,928,24,2.63
Ranchi,Wheat,Clay Loam,7.06,Medium,Low,Low,1148,19,2.29
Ranchi,Pulses,Loamy,7.15,High,Low,High,1096,18,1.1
Ranchi,Rice,Clayey,6.4,Medium,High,Low,1507,27,4.2
Ranchi,Rice,Clayey,6.36,High,Low,High,1236,23,4.18
Ranchi,Wheat,Loamy,6.63,Medium,Low,High,1033,24,2.51
Ranchi,Pulses,Loamy,7.21,Medium,Medium,High,1066,24,1.62
Ranchi,Maize,Loamy,6.46,High,Low,High,1112,24,3.35
Ranchi,Pulses,Sandy Loam,6.59,Medium,Low,Medium,904,21,1.62
Ranchi,Wheat,Clay Loam,7.38,Low,High,Medium,1214,22,1.81
Ranchi,Pulses,Loamy,7.18,Low,Medium,Medium,863,22,1.15
Ranchi,Rice,Loamy,6.09,High,Medium,Medium,1207,22,4.46
Ranchi,Rice,Clay Loam,6.5,Low,High,High,1446,22,3.07
Ranchi,Pulses,Sandy Loam,6.23,High,Medium,Low,1078,19,1.39
Ranchi,Rice,Clayey,5.98,Low,High,Medium,1600,23,4.45
Ranchi,Pulses,Loamy,6.01,Low,High,Low,823,22,1.63
Ranchi,Pulses,Sandy Loam,6.81,High,Medium,Medium,1039,20,1.3
Ranchi,Maize,Sandy Loam,7.19,Low,Medium,Low,1179,27,2.69
Ranchi,Pulses,Sandy Loam,6.29,High,High,Medium,988,27,1.64
Ranchi,Rice,Clayey,6.87,Low,High,Medium,1481,22,3.39
Ranchi,Pulses,Sandy Loam,6.28,Medium,Medium,Low,854,26,1.77
Ranchi,Rice,Clayey,6.23,Medium,Low,High,1530,24,3.66
Ranchi,Maize,Loamy,7.32,Low,High,High,1123,18,3.53
Ranchi,Wheat,Loamy,6.45,High,Medium,Low,1255,22,3.32
Ranchi,Rice,Clay Loam,5.51,High,Low,Low,1468,27,4.22
Ranchi,Maize,Loamy,6.7,High,Medium,Medium,1140,29,2.46
Ranchi,Rice,Clayey,6.72,Low,Medium,High,1591,25,3.52
Ranchi,Pulses,Sandy Loam,7.29,Low,High,Low,1002,26,1.05
Ranchi,Wheat,Clay Loam,7.09,High,Medium,Low,1336,18,2.27
Ranchi,Wheat,Clay Loam,7.23,Low,High,Medium,1314,18,2.46
Ranchi,Rice,Clay Loam,6.0,Low,Low,High,1270,30,4.2
Ranchi,Rice,Clay Loam,5.53,Low,Medium,High,1250,26,4.05
Ranchi,Rice,Clayey,5.76,High,Medium,High,1581,29,4.18
Ranchi,Rice,Loamy,6.49,Medium,High,Low,1366,26,3.72
Ranchi,Maize,Sandy Loam,6.14,High,Low,Medium,1019,30,2.57
Ranchi,Wheat,Loamy,6.3,Low,Medium,Low,1399,23,2.92
Ranchi,Rice,Loamy,6.56,Medium,Low,Low,1207,24,4.38
Ranchi,Maize,Sandy Loam,5.89,High,High,Medium,1196,25,2.21
Ranchi,Wheat,Loamy,6.83,Medium,High,Medium,1331,22,2.03
Ranchi,Wheat,Clay Loam,6.47,High,Low,Medium,1301,20,2.56
Ranchi,Rice,Clayey,5.62,Low,Medium,High,1585,29,4.05
Ranchi,Wheat,Clay Loam,7.41,High,Low,Low,1022,18,1.76
Ranchi,Wheat,Loamy,6.69,Low,Medium,High,1132,20,2.27
Ranchi,Maize,Loamy,6.64,Low,Low,Medium,934,28,2.97
Ranchi,Wheat,Loamy,7.15,High,Low,Medium,1199,23,2.3
Ranchi,Pulses,Loamy,7.28,Low,Medium,Medium,975,20,1.09
Ranchi,Maize,Sandy Loam,5.86,High,High,Low,1136,22,3.58
Ranchi,Rice,Loamy,6.36,Medium,Low,Low,1483,26,2.76
Ranchi,Wheat,Loamy,6.92,Low,Low,High,976,18,2.47
Ranchi,Maize,Loamy,6.99,High,High,High,1146,18,3.91
Ranchi,Wheat,Clay Loam,6.53,Medium,Low,High,1357,18,2.45
Ranchi,Rice,Loamy,6.16,Medium,Medium,Low,1453,26,3.99
Ranchi,Maize,Loamy,6.4,Medium,Low,Medium,1104,27,3.29
Ranchi,Rice,Loamy,6.82,Low,Low,Medium,1458,23,3.18
Ranchi,Maize,Sandy Loam,7.04,Medium,High,Low,943,29,3.35
Ranchi,Rice,Loamy,6.44,High,Low,High,1513,31,4.48
Ranchi,Maize,Sandy Loam,6.37,High,High,Low,1043,18,3.0
Ranchi,Maize,Sandy Loam,7.18,High,Low,Medium,1083,27,3.44
Ranchi,Maize,Loamy,5.86,High,Medium,High,1102,18,3.25
Ranchi,Pulses,Loamy,6.73,Low,Low,Low,1018,28,1.52
Ranchi,Rice,Clayey,6.84,Low,Low,Low,1391,22,3.98
Ranchi,Maize,Sandy Loam,6.63,High,Low,High,1193,28,2.92
Ranchi,Wheat,Clay Loam,7.09,High,High,High,1375,23,3.27
Ranchi,Pulses,Loamy,7.35,High,Medium,Low,1070,18,1.66
Ranchi,Maize,Loamy,6.58,Medium,High,Medium,1021,24,2.23
Ranchi,Pulses,Sandy Loam,7.19,Medium,High,Low,986,20,1.0
Ranchi,Maize,Sandy Loam,6.96,Medium,Low,High,1058,22,2.13
Ranchi,Wheat,Loamy,6.48,Low,Low,Medium,1367,23,3.21
Ranchi,Rice,Clay Loam,5.87,Medium,Low,Medium,1578,24,4.0
Ranchi,Rice,Clayey,6.33,Low,Low,Low,1360,27,3.27
Ranchi,Wheat,Clay Loam,6.51,Medium,Medium,Low,1221,25,2.62
Ranchi,Wheat,Clay Loam,6.54,Medium,Low,Low,1258,24,2.35
Ranchi,Rice,Loamy,6.39,Medium,High,High,1326,31,4.15
Ranchi,Pulses,Loamy,6.68,High,Low,Medium,902,23,1.89
Ranchi,Maize,Loamy,6.35,Low,High,Medium,1161,27,3.75
Ranchi,Maize,Sandy Loam,7.02,Medium,High,Medium,1178,29,2.49
Ranchi,Wheat,Clay Loam,6.09,High,High,High,1094,21,2.46
Ranchi,Pulses,Sandy Loam,6.13,High,High,High,1074,24,1.35
Ranchi,Maize,Loamy,6.3,Low,High,Medium,934,20,3.41
Ranchi,Pulses,Sandy Loam,7.23,High,High,Medium,1082,28,1.91
Ranchi,Wheat,Loamy,6.71,Low,Low,High,1102,24,2.56
Ranchi,Rice,Clay Loam,5.92,Medium,Medium,Medium,1405,29,3.74
Ranchi,Maize,Loamy,7.27,Low,High,Low,1096,19,2.72
Ranchi,Rice,Clayey,5.77,Low,Low,Low,1328,31,3.04
Ranchi,Maize,Loamy,6.97,Low,Medium,Medium,1149,19,3.9
Ranchi,Rice,Loamy,5.88,Low,Low,Low,1255,23,4.37
Ranchi,Maize,Sandy Loam,6.04,Medium,Medium,Medium,931,25,2.96
Ranchi,Maize,Sandy Loam,6.01,High,Low,High,1114,29,3.2
Ranchi,Pulses,Sandy Loam,7.37,Low,Low,Medium,864,25,1.1
Ranchi,Wheat,Clay Loam,6.96,Medium,Low,Medium,997,25,3.31
Ranchi,Maize,Sandy Loam,6.91,Low,High,High,1171,19,2.4
Ranchi,Wheat,Loamy,7.43,High,Low,Low,965,19,2.25
Ranchi,Maize,Sandy Loam,7.0,Low,High,Low,1065,19,2.81
Ranchi,Wheat,Loamy,7.25,Low,Low,High,1236,19,2.76
Ranchi,Wheat,Loamy,7.3,Medium,Medium,Low,1283,24,1.72
Ranchi,Maize,Sandy Loam,6.16,Medium,High,Medium,949,23,3.29
Ranchi,Rice,Clay Loam,6.47,Low,High,Low,1421,32,4.5
Ranchi,Wheat,Loamy,7.4,High,Low,Medium,1059,19,3.32
Ranchi,Rice,Clayey,6.49,High,Low,High,1220,29,4.15
Ranchi,Wheat,Loamy,6.2,High,High,High,1116,18,2.34
Ranchi,Rice,Loamy,6.18,Low,Low,Low,1359,22,2.88
Ranchi,Maize,Sandy Loam,5.99,Medium,Medium,High,969,20,4.0
Ranchi,Maize,Sandy Loam,6.32,Low,Medium,High,913,25,2.69
Ranchi,Pulses,Sandy Loam,6.52,High,Low,Medium,983,28,1.26
Ranchi,Rice,Clay Loam,6.4,High,High,Low,1356,28,4.42
Ranchi,Pulses,Loamy,7.18,High,High,Low,1074,19,1.81
Ranchi,Wheat,Loamy,6.37,Low,Low,Low,1012,23,3.03
Ranchi,Wheat,Clay Loam,7.4,High,Low,Medium,959,19,2.07
Ranchi,Wheat,Loamy,6.39,High,Low,High,1065,24,3.19
Ranchi,Pulses,Loamy,6.71,Medium,High,Low,1075,20,1.29
Ranchi,Maize,Loamy,7.0,Medium,Medium,Low,1014,19,3.83
Ranchi,Maize,Sandy Loam,5.9,High,Low,Low,907,26,3.1
Ranchi,Pulses,Loamy,7.15,High,Medium,Low,1022,22,1.89
Ranchi,Maize,Sandy Loam,6.1,Medium,High,Low,937,22,2.32
Ranchi,Pulses,Loamy,7.25,Medium,High,Medium,803,20,1.96
Ranchi,Pulses,Loamy,7.06,Low,Medium,Low,1066,26,1.38
Ranchi,Pulses,Loamy,6.33,Medium,Low,Medium,815,19,1.66
Ranchi,Rice,Clay Loam,6.96,High,Medium,High,1211,26,4.27
Ranchi,Rice,Loamy,5.58,Medium,Low,Medium,1239,26,3.23
Ranchi,Rice,Clay Loam,6.6,High,High,Low,1295,28,2.57
Ranchi,Rice,Clayey,6.61,High,High,Medium,1306,25,3.87
Ranchi,Rice,Loamy,6.76,Medium,Low,High,1587,24,2.77
Ranchi,Wheat,Clay Loam,6.9,Medium,High,High,1045,19,1.92
Ranchi,Maize,Loamy,6.75,Medium,High,Medium,1021,25,2.16
Ranchi,Rice,Clayey,6.24,Medium,Low,Medium,1273,23,2.8
Ranchi,Rice,Loamy,6.26,High,High,High,1411,28,2.73
Ranchi,Wheat,Loamy,7.42,Low,Low,Medium,1067,18,2.81
Ranchi,Rice,Clay Loam,6.54,Low,High,High,1333,24,3.98
Ranchi,Pulses,Loamy,6.03,High,High,Low,839,22,1.33
Ranchi,Pulses,Loamy,6.93,Medium,Medium,Low,1091,28,1.58
Ranchi,Maize,Sandy Loam,5.82,Medium,Medium,Medium,962,26,2.64
Ranchi,Pulses,Sandy Loam,6.82,Low,Medium,High,990,26,1.18
Ranchi,Pulses,Loamy,6.17,High,Medium,High,998,26,1.2
Ranchi,Rice,Clay Loam,6.85,Medium,Low,Low,1597,32,3.46
Ranchi,Wheat,Loamy,6.22,Medium,Low,High,1047,22,2.88
Ranchi,Maize,Loamy,7.39,Medium,Medium,High,926,19,2.75
Ranchi,Pulses,Sandy Loam,6.21,High,High,High,861,23,1.28
Ranchi,Wheat,Loamy,7.27,High,Medium,High,1232,25,1.73
Ranchi,Rice,Loamy,6.9,High,High,Medium,1513,24,2.52
Ranchi,Wheat,Clay Loam,6.9,Low,Low,High,1004,24,2.32
Ranchi,Wheat,Clay Loam,6.04,Low,Medium,Low,1272,22,2.11
Ranchi,Rice,Clayey,5.91,High,Low,Low,1386,32,4.45
Ranchi,Wheat,Clay Loam,7.16,Medium,Medium,Low,1362,19,3.2
Ranchi,Pulses,Sandy Loam,7.21,Low,Medium,Medium,835,24,1.77
Ranchi,Rice,Clay Loam,6.79,Low,Medium,Low,1287,28,2.64
Ranchi,Wheat,Clay Loam,7.02,Medium,High,Low,1244,24,2.84
Ranchi,Rice,Clayey,5.92,High,Medium,High,1540,25,2.6
Ranchi,Wheat,Clay Loam,6.62,Medium,Medium,Low,948,23,2.9
Ranchi,Maize,Sandy Loam,7.26,High,High,Medium,1165,26,2.47
Ranchi,Wheat,Clay Loam,6.33,High,Low,High,1175,19,2.98
Ranchi,Maize,Loamy,6.08,High,Low,High,1133,21,3.59
Ranchi,Maize,Loamy,7.17,Medium,Low,High,999,18,3.0
Ranchi,Maize,Loamy,6.15,Low,High,Low,996,24,3.18
Ranchi,Rice,Clayey,6.81,Medium,High,Low,1200,24,3.19
Ranchi,Rice,Clay Loam,6.78,High,High,Medium,1235,23,4.27
Ranchi,Rice,Loamy,5.62,Medium,Medium,Medium,1583,24,2.59
Ranchi,Wheat,Loamy,6.05,Medium,High,Low,1088,22,2.75
Ranchi,Pulses,Loamy,6.19,High,Medium,Medium,820,21,1.97
Ranchi,Pulses,Sandy Loam,7.19,Medium,High,Medium,901,21,1.81
Ranchi,Pulses,Sandy Loam,7.04,High,Low,High,1100,19,1.85
Ranchi,Rice,Loamy,5.63,High,High,Medium,1574,31,3.18
Ranchi,Wheat,Loamy,6.81,Medium,Medium,Low,1071,21,2.07
Ranchi,Wheat,Loamy,6.06,High,High,Medium,992,21,2.09
Ranchi,Wheat,Loamy,6.71,Low,High,Low,1145,20,3.29
Ranchi,Wheat,Clay Loam,6.91,Low,Low,Low,1310,24,1.94
Ranchi,Rice,Clay Loam,6.43,Medium,Low,Low,1574,26,2.87
Ranchi,Pulses,Loamy,6.13,Low,Low,High,1078,18,1.44
Ranchi,Rice,Clay Loam,6.01,Low,Medium,High,1445,26,4.26
Ranchi,Wheat,Clay Loam,6.98,Low,Low,Medium,902,24,2.85
Ranchi,Maize,Loamy,5.94,Low,Medium,High,1125,27,2.42
Ranchi,Maize,Loamy,7.42,High,Low,High,1122,20,3.47
Ranchi,Wheat,Clay Loam,7.25,High,Low,Low,1136,23,3.09
Ranchi,Maize,Loamy,6.96,High,Medium,Medium,1157,26,2.77
Ranchi,Rice,Clay Loam,6.14,Medium,Medium,Medium,1393,29,4.03
Ranchi,Pulses,Sandy Loam,6.75,Medium,Medium,Medium,893,21,1.69
Ranchi,Pulses,Sandy Loam,7.33,Low,Low,Low,1093,20,1.34
Ranchi,Pulses,Loamy,6.3,High,High,Medium,994,28,1.54
Ranchi,Maize,Sandy Loam,6.0,Low,Medium,Medium,942,28,2.17
Ranchi,Wheat,Clay Loam,6.11,High,Medium,Medium,1212,20,1.92
Ranchi,Maize,Loamy,6.07,High,Low,High,1123,26,2.25
Ranchi,Maize,Loamy,6.87,Medium,High,Low,1173,21,2.84
Ranchi,Pulses,Sandy Loam,6.24,Medium,High,Medium,959,27,1.51
Ranchi,Pulses,Sandy Loam,6.48,Low,High,High,1074,22,1.38
Ranchi,Maize,Loamy,5.98,Low,High,High,1022,28,3.88
Ranchi,Pulses,Sandy Loam,7.17,High,High,High,1050,23,1.25
Ranchi,Rice,Loamy,5.93,Medium,High,High,1222,32,4.23
Ranchi,Pulses,Sandy Loam,6.45,Medium,Medium,High,867,18,1.82
Ranchi,Maize,Loamy,6.2,Medium,High,Medium,978,23,3.65
Ranchi,Rice,Clay Loam,6.19,Low,Low,Low,1410,24,3.08
Ranchi,Rice,Clay Loam,6.53,Low,Medium,Medium,1595,25,3.31
Ranchi,Pulses,Loamy,6.69,Low,Low,Low,848,20,1.2
Ranchi,Wheat,Clay Loam,7.13,Medium,Low,High,1019,21,2.52
Ranchi,Wheat,Clay Loam,6.14,Low,Medium,Medium,1151,24,2.11
Ranchi,Maize,Sandy Loam,6.11,Low,Low,Medium,910,21,2.86
Ranchi,Wheat,Loamy,7.01,High,Low,Low,969,25,2.72
Ranchi,Rice,Loamy,6.2,Medium,Low,Medium,1434,28,3.92
Ranchi,Maize,Sandy Loam,5.9,High,High,Low,1136,18,2.07
Ranchi,Pulses,Sandy Loam,6.72,Medium,Medium,Low,1032,21,1.46
Ranchi,Rice,Clayey,6.78,High,High,Medium,1284,25,3.15
Ranchi,Wheat,Loamy,6.27,Low,High,Medium,1141,19,2.79
Ranchi,Rice,Loamy,5.59,Low,Medium,Low,1238,27,2.75
Ranchi,Pulses,Sandy Loam,6.11,Low,Medium,Medium,1027,18,1.79
Ranchi,Maize,Loamy,6.08,High,Low,Medium,1166,24,2.52
Ranchi,Maize,Sandy Loam,6.84,Medium,Medium,Low,1076,30,3.16
Ranchi,Pulses,Loamy,6.86,High,Low,High,988,22,1.62
Ranchi,Pulses,Sandy Loam,7.31,High,Medium,High,887,26,1.76
Ranchi,Rice,Clayey,6.98,High,Low,High,1311,30,3.98
Ranchi,Wheat,Clay Loam,6.72,Medium,Low,Medium,1256,22,2.92
Ranchi,Wheat,Loamy,6.8,Medium,Medium,Medium,1231,23,3.03
Ranchi,Maize,Loamy,6.43,High,High,High,1054,19,3.03
Ranchi,Rice,Loamy,6.62,Low,Low,High,1308,24,3.79
Ranchi,Pulses,Loamy,6.92,Medium,Low,Medium,853,19,1.22
Ranchi,Pulses,Loamy,7.26,Medium,Medium,Medium,825,19,1.04
Ranchi,Pulses,Sandy Loam,6.09,High,Low,Low,845,21,1.39
Ranchi,Maize,Loamy,6.36,High,Medium,High,1119,26,2.32
Ranchi,Pulses,Loamy,6.86,High,High,High,1027,27,1.81
Ranchi,Maize,Sandy Loam,6.44,Low,Medium,Medium,1025,20,3.71
Ranchi,Pulses,Sandy Loam,7.26,Medium,High,High,871,22,1.15
Ranchi,Rice,Loamy,5.86,High,Low,Medium,1553,25,3.81
Ranchi,Rice,Loamy,5.94,High,High,Low,1520,31,3.45
Ranchi,Pulses,Sandy Loam,6.04,High,Medium,Medium,892,23,1.18
Ranchi,Wheat,Loamy,7.2,Low,Medium,Low,1091,23,2.19
Ranchi,Pulses,Loamy,6.63,Medium,High,High,1031,27,1.01
Ranchi,Maize,Sandy Loam,6.56,Low,Medium,High,975,30,3.14
Ranchi,Pulses,Sandy Loam,7.42,Medium,Low,Medium,948,18,1.73
Ranchi,Maize,Sandy Loam,6.38,Low,Medium,High,1187,27,2.14
Ranchi,Wheat,Clay Loam,7.26,Medium,Medium,Medium,1349,25,1.74
Ranchi,Rice,Clay Loam,5.7,Medium,High,Medium,1402,31,2.68
Ranchi,Rice,Loamy,5.77,High,Medium,Low,1492,27,3.15
Ranchi,Wheat,Clay Loam,6.09,High,Medium,High,1323,19,2.31
Ranchi,Pulses,Loamy,6.04,Low,Low,Medium,1022,23,1.53
Ranchi,Wheat,Loamy,6.48,High,Low,Medium,1124,24,3.09
Ranchi,Wheat,Loamy,7.45,Low,Medium,Low,1205,20,3.31
Ranchi,Pulses,Loamy,7.5,Low,Low,High,807,24,1.61
Ranchi,Pulses,Sandy Loam,7.33,Low,Low,Low,995,26,1.65
Ranchi,Maize,Loamy,7.19,Medium,Medium,Low,960,26,3.14
Ranchi,Rice,Clay Loam,6.13,Medium,Medium,Medium,1519,30,3.27
Ranchi,Wheat,Clay Loam,6.93,High,Medium,Low,1155,20,2.04
Ranchi,Maize,Loamy,6.21,High,Low,Medium,1058,24,2.94
Ranchi,Rice,Clay Loam,5.69,High,High,Medium,1211,29,4.37
Ranchi,Wheat,Clay Loam,7.41,Low,High,High,1294,21,1.75
Ranchi,Pulses,Loamy,6.91,Medium,Medium,Medium,885,20,1.82
Ranchi,Rice,Clayey,5.59,Medium,Low,Low,1208,28,4.05
Ranchi,Rice,Clayey,6.15,Low,Low,Low,1595,28,3.45
Ranchi,Pulses,Loamy,6.33,High,Low,Medium,866,25,1.75
Ranchi,Pulses,Loamy,6.91,Medium,High,High,959,21,1.17
Ranchi,Maize,Loamy,7.16,Low,High,High,1162,27,3.49
Ranchi,Wheat,Loamy,6.98,High,Low,Medium,1107,19,2.07
Ranchi,Rice,Loamy,6.96,Medium,Medium,Low,1298,32,3.05
Ranchi,Wheat,Clay Loam,6.56,Low,Low,Low,1120,22,2.79
Ranchi,Rice,Clayey,6.63,Low,High,Low,1558,26,3.5
Ranchi,Rice,Clay Loam,6.76,High,Medium,High,1227,26,3.01
Ranchi,Pulses,Sandy Loam,6.36,Low,Low,Medium,968,21,1.43
Ranchi,Wheat,Clay Loam,6.21,Low,Low,High,1131,24,2.19
Ranchi,Rice,Clayey,6.21,High,High,High,1220,22,3.77
Ranchi,Wheat,Clay Loam,6.65,Medium,Low,High,1311,22,3.29
Ranchi,Rice,Clay Loam,6.17,High,Low,Medium,1430,26,3.22
Ranchi,Pulses,Loamy,7.14,High,Low,High,988,19,1.96
Ranchi,Maize,Sandy Loam,6.0,Medium,High,Medium,1111,25,3.27
Ranchi,Maize,Loamy,6.18,Low,Medium,Medium,1192,23,3.15
Ranchi,Pulses,Loamy,6.92,High,High,High,1006,22,1.34
Ranchi,Pulses,Sandy Loam,6.85,Medium,Medium,Low,950,21,1.51
Ranchi,Wheat,Clay Loam,6.34,Medium,Low,Medium,1112,21,3.33
Ranchi,Pulses,Sandy Loam,6.65,High,Medium,Medium,904,25,1.62
Ranchi,Rice,Clayey,5.93,High,Medium,Low,1281,25,3.18
Ranchi,Wheat,Clay Loam,6.66,Medium,Medium,High,1177,23,3.34
Ranchi,Wheat,Clay Loam,6.88,Medium,High,Medium,1004,25,2.47
Ranchi,Wheat,Clay Loam,6.34,High,Medium,Medium,1299,22,1.91
Ranchi,Maize,Loamy,6.74,High,Medium,Medium,923,25,3.06
Ranchi,Wheat,Loamy,6.06,Low,Low,Low,1076,21,2.67
Ranchi,Maize,Sandy Loam,6.84,Low,High,Medium,1132,20,2.06
Ranchi,Pulses,Loamy,7.45,Low,High,High,920,22,1.18
Ranchi,Rice,Clay Loam,6.51,High,Low,High,1204,31,3.06
Ranchi,Maize,Sandy Loam,7.33,Low,Medium,High,965,29,2.07
Ranchi,Rice,Loamy,5.76,High,High,High,1255,31,3.87
Ranchi,Wheat,Loamy,7.21,Low,High,High,1188,23,2.64
Ranchi,Maize,Loamy,6.4,High,Medium,Medium,963,21,2.01
Ranchi,Pulses,Loamy,7.3,Low,Medium,High,898,21,1.85
Ranchi,Maize,Sandy Loam,7.44,Medium,Low,Medium,1026,24,2.96
Ranchi,Maize,Loamy,5.97,Low,High,High,1194,28,2.27
Ranchi,Pulses,Loamy,6.46,High,Medium,Medium,1098,27,1.1
Ranchi,Rice,Clayey,6.92,High,Low,Medium,1224,32,3.51
Ranchi,Pulses,Loamy,6.47,Medium,Low,High,1098,26,1.49
Ranchi,Rice,Clay Loam,6.83,High,Medium,Medium,1448,29,4.24
Ranchi,Maize,Sandy Loam,6.59,Low,High,Low,1148,28,2.22
Ranchi,Wheat,Clay Loam,6.78,Low,High,High,946,18,2.46
Ranchi,Pulses,Loamy,6.58,High,Medium,High,942,27,1.36
Ranchi,Maize,Loamy,6.25,High,High,Medium,915,19,2.77
Ranchi,Maize,Loamy,6.71,Low,High,Low,1094,21,2.93
Ranchi,Maize,Sandy Loam,7.18,Medium,High,Medium,994,28,3.64
Ranchi,Wheat,Loamy,6.74,Low,Low,High,979,22,1.74
Ranchi,Rice,Clay Loam,6.17,Medium,Medium,High,1581,29,4.18
Ranchi,Wheat,Loamy,6.6,Medium,High,High,1197,18,3.36
Ranchi,Maize,Sandy Loam,6.4,Medium,High,Low,1102,19,3.59
Ranchi,Rice,Clayey,6.47,High,High,Medium,1325,28,2.86
Ranchi,Maize,Loamy,6.18,High,Low,High,1033,21,3.12
Ranchi,Wheat,Loamy,6.55,Medium,High,Low,1048,21,2.04
Ranchi,Rice,Clayey,5.53,Low,High,Low,1442,30,3.7
Ranchi,Wheat,Loamy,7.03,Medium,High,Low,985,23,1.96
Ranchi,Maize,Sandy Loam,6.04,Low,Low,Low,1052,20,2.1
Ranchi,Rice,Clayey,6.75,Medium,Medium,High,1440,27,3.51
Ranchi,Wheat,Loamy,7.05,High,High,High,1381,23,3.05
Ranchi,Pulses,Loamy,7.23,Low,High,High,829,26,1.06
Ranchi,Pulses,Sandy Loam,6.77,Medium,Medium,High,905,24,1.63
Ranchi,Pulses,Loamy,6.42,Low,Low,High,829,19,1.8
Ranchi,Wheat,Clay Loam,6.15,Medium,Medium,High,1273,21,2.36
Ranchi,Wheat,Clay Loam,6.49,Medium,Low,Medium,900,20,2.94
Ranchi,Maize,Loamy,6.46,High,Medium,Low,1176,29,2.2
Ranchi,Wheat,Loamy,7.24,Medium,Low,High,1347,24,2.51
Ranchi,Wheat,Loamy,6.85,High,Medium,Low,1173,22,2.33
Ranchi,Wheat,Loamy,6.39,Low,Low,Low,1260,18,1.94
Ranchi,Wheat,Loamy,7.21,High,Medium,High,1220,23,2.81
Ranchi,Maize,Loamy,7.48,Medium,Low,Low,1025,29,2.82
Ranchi,Rice,Clay Loam,5.73,Medium,Medium,Low,1524,25,3.61
Ranchi,Maize,Sandy Loam,7.18,Low,Medium,Low,1188,18,3.96
Ranchi,Maize,Loamy,6.95,Medium,Medium,High,1099,27,3.84
Ranchi,Wheat,Clay Loam,6.47,High,Low,Low,1368,18,2.3
Ranchi,Pulses,Sandy Loam,6.93,Low,High,High,1061,19,1.37
Ranchi,Maize,Loamy,6.5,Medium,Medium,Medium,1120,26,2.62
Ranchi,Rice,Clayey,5.72,High,High,Low,1279,30,4.43
Ranchi,Maize,Loamy,6.57,Medium,Low,Medium,1098,24,2.84
Ranchi,Wheat,Loamy,7.39,Low,Low,Low,1148,19,2.82
Ranchi,Maize,Loamy,7.06,Medium,Medium,Medium,900,26,3.05
Ranchi,Wheat,Clay Loam,7.03,Low,Low,Medium,1025,21,2.62
Ranchi,Wheat,Clay Loam,6.73,Medium,Medium,Low,1085,21,2.64
Ranchi,Rice,Clayey,6.94,High,Medium,Medium,1579,31,3.82
Ranchi,Pulses,Loamy,6.67,High,High,Low,1021,25,1.19
Ranchi,Rice,Loamy,6.19,Medium,Low,Medium,1303,27,3.1
Ranchi,Pulses,Sandy Loam,6.54,High,Low,Medium,976,25,1.41
Ranchi,Maize,Sandy Loam,7.33,Medium,High,High,1190,26,2.43
Ranchi,Wheat,Loamy,7.45,Medium,Low,High,1328,21,1.83
Ranchi,Pulses,Sandy Loam,7.06,Medium,Medium,Medium,881,20,1.31
Ranchi,Maize,Sandy Loam,6.37,Low,High,Low,1022,20,3.3
Ranchi,Pulses,Sandy Loam,7.07,Low,Medium,Medium,1056,20,1.4
Ranchi,Rice,Clay Loam,5.55,Low,High,High,1396,30,2.73
Ranchi,Pulses,Loamy,6.44,Low,High,Medium,1097,21,1.82
Ranchi,Pulses,Sandy Loam,7.35,Low,High,Medium,960,25,1.9
Ranchi,Rice,Clayey,6.26,Low,Medium,High,1449,30,3.47
Ranchi,Rice,Clay Loam,6.36,High,Medium,Low,1266,24,3.49
Ranchi,Maize,Sandy Loam,5.98,Medium,Medium,Low,951,30,3.67
Ranchi,Pulses,Sandy Loam,6.67,High,High,High,974,27,1.56
Ranchi,Maize,Loamy,7.11,Medium,Low,Low,1200,18,3.08
Ranchi,Rice,Clayey,6.36,High,Medium,Low,1217,25,4.3
Ranchi,Maize,Loamy,7.22,Medium,Medium,Medium,973,23,3.72
Ranchi,Maize,Loamy,6.51,Medium,Medium,Medium,1192,19,2.66
Ranchi,Rice,Clayey,6.71,Low,Low,High,1396,32,4.39
Ranchi,Maize,Loamy,6.0,Medium,High,High,1007,19,3.43
Ranchi,Maize,Sandy Loam,6.51,Medium,Low,Medium,1030,20,3.54
Ranchi,Rice,Loamy,5.67,Low,Low,High,1252,24,3.31
Ranchi,Pulses,Loamy,7.19,High,Medium,Medium,957,28,1.92
