Fertilizer,temp,N,P,K,yeild
75.06157035531041,26.92121579033191,76.03414657551846,21.129064231426995,19.00209836515597,11.004161009575089
76.00344327267285,25.94528159694873,74.9597036525926,24.18360348472198,18.949602973015864,11.022550558119407
77.99114926007447,28.060105885840443,76.87339234928923,22.908960096868157,21.06382589768147,10.740972947658179
70.98140321112211,28.066633228493174,77.07102264221109,20.96941869259602,20.142056786070643,10.817708796598819
75.86341061317123,25.954157370861,74.93355086953703,24.15269187197126,19.01491370253675,11.182278543978233
77.03735638155726,24.959980506792036,74.92819560906491,21.9824823958619,18.996476819998957,10.917249104501348
78.87075661318333,23.7713100984753,79.02084702087481,21.936385370502155,19.149511300496783,11.13646239820366
78.76482036782926,23.89594440397313,78.93310875765492,21.98755571114825,18.940896730869337,10.930670282802884
76.05361994106056,25.910326697022835,74.96589855376686,23.983751683933843,18.979021342370388,10.955770637331815
79.87162531358022,25.952965061244836,74.83137604608089,20.831321832172087,20.069841737418713,10.981739767076768
76.87572877687116,26.76737698483468,77.92013053996858,21.0170686500152,20.019480067340268,11.14347527233291
75.0012925853592,27.085792931852737,75.00610136418415,23.053908556199808,19.996790613358847,10.91917169128352
75.01116273463089,27.871077277107382,74.99681629453212,23.0014585247861,19.886126188116066,10.89050815860316
77.78976876160547,28.009482670438995,76.94861720740123,23.040284379154574,21.04687208505421,10.974560183172533
76.78656603082398,26.983777059479365,78.06108211125449,21.044596762172674,20.223765180925653,10.92015144843161
75.03177615962451,27.095281143849142,74.96928349702434,22.957941192120828,20.120435190291747,11.072081133265357
74.76039992296192,26.975854366315392,78.9786125138426,20.946915464802988,19.799958838003636,10.819568583603287
72.99880144271566,28.07226011301419,74.92964590373988,24.073455273944944,18.930325556103938,11.13228161336626
76.98477884599532,28.042167944232084,76.17964936575197,22.963819997654248,20.146047345494136,11.149600381100345
76.97412880870976,25.111267637241177,74.92230224345089,22.013376467580322,19.051133413755274,10.863514748968473
75.92280692489673,26.101055126219496,75.02741179405918,24.134405853572897,18.932876022035,11.103306509292931
72.98402619398482,27.70657146204009,74.94913878527656,23.959580757797976,18.965845440699916,10.966171511956846
78.17860876552558,28.08574856535394,74.95732419967193,23.055519584133137,21.907374195441363,10.876469700631267
80.12535339705843,26.929109155364298,79.09866331165163,22.217109061434478,18.933405121934335,10.960892231051217
70.06903928001539,24.044155035313246,70.03406295099487,22.160580348767937,17.91379952506222,11.03218100215034
74.947348851634,27.961023304221992,74.89257856195017,23.052349806588712,19.983344025828124,11.11052730460934
74.86614001821512,28.774656090625182,78.11969893526035,22.144770841071526,18.971346194241875,11.203363910976742
78.04985814761646,28.165136659534802,77.07278438659513,23.014811407267963,21.039110056160666,11.063225956359894
77.99031282406085,27.907522172254776,76.79892851428527,22.995321383645454,21.003496910591817,10.905223134028525
75.03552338090651,26.880744864393233,75.99711807781193,21.07771058461489,18.990034451765318,11.118839353445995
75.01939741643749,26.86886483592761,79.04046275600271,20.868332081952534,19.93696831331492,10.982539556395814
74.92663920566557,27.913279911037318,75.06911835530693,23.061181598733448,19.954764371920945,10.923470829659394
74.98181186104925,28.930398831932223,78.01865597347927,22.02730165233308,18.958376174692216,11.053074198169037
74.72537098653726,28.100867674681343,77.04798920471616,23.07682644332342,19.034073021551695,10.926289681883315
72.97065822205599,27.99874690489402,75.046684945244,23.98664547230202,18.97845538350306,11.114321080731582
79.01030706397601,24.144186630478323,79.0635063662646,22.037995202836637,18.98914559817256,11.016107188300337
70.1492696531359,23.959540289039982,70.09337068499782,22.00786935668949,18.105028014053694,11.063268348440898
74.99083836148195,26.850564249354388,75.01206300556207,22.86965909237609,20.082019366721248,10.86458394277381
80.19144492058547,27.27849923515649,79.08778826827273,22.020547515222937,19.045693759061027,10.90358097702717
77.94086920675181,27.82202648972972,75.13641063621009,23.062766411953387,21.885397504520594,11.109615745870395
74.84212238873363,27.009960913384294,76.03973000199962,20.99910606403306,19.046700470051213,11.114761285792191
76.03353536028989,25.988127726173868,75.03902766633223,23.925556577583613,18.900437995370833,10.84162069855706
74.99386163200802,27.118894569187862,74.78076346346576,22.965337177143613,19.973082408201766,10.938062597596282
69.97672490936998,24.072983653881654,70.02895071739135,22.061954352536294,17.973379806349943,11.016830014004809
80.04806973492433,26.92657364087441,78.93752311200943,22.098139362619854,19.130834255265025,11.06263927234974
79.80371225268898,27.02367091431202,78.99920531489643,22.10780127159608,19.068551237370816,11.08150677079747
78.96969775602157,23.912870334226227,79.22476373413572,21.935006654879775,19.132516519150183,11.17480915408197
75.00525291806858,28.068731613767426,76.98268001113156,22.987505852640957,18.94632540576658,10.802397329859954
77.16264819998736,26.9069757442763,78.15623449434024,21.119217499958015,19.894178119956596,10.82559723978718
78.98178561138995,24.252776078633016,79.06505134342551,22.017790999098075,18.811130613089126,10.90988547931384
71.09409358227263,27.910398576651826,76.99907540005809,21.030841278171025,20.061349449175694,11.116149026217437
80.01941986650313,26.13716573527763,78.09304726788861,22.95923135862745,18.966914169638013,11.179906696749029
76.0184981530474,26.21034233630206,75.16190450545156,24.009343178981702,18.893425037726722,10.861205886310394
75.9461605804621,26.04837879432292,74.84222060000626,24.021803783844657,18.95488766127872,10.957605680166052
71.00368658811885,27.909857412727703,76.96096194648374,20.951343255176834,20.123248084372825,10.800495428528778
77.05441273683017,27.1242913650298,77.95053352982862,21.138217566123465,20.08724502083904,11.11891599244603
78.75440612404171,29.139032250570942,79.00300984828736,23.075199870991693,19.952583042094357,11.104100105467689
70.03598687527152,24.078942489065025,69.94312706067136,22.05513550093106,17.835396913495845,10.93270820140786
69.88725126036493,23.929446535759574,69.98582765096084,22.000361797517332,18.038319480504217,10.799226425584482
75.0597459889325,27.098306459495205,74.93376008654806,22.829284061208487,19.842524291930154,11.288010310955938
79.03245522136073,28.886558933828955,79.00919404933886,23.054457982757658,19.910691596485027,10.810011713624514
70.00180227126044,23.918757907925993,69.95750117924099,22.034497519525654,17.865962990369177,10.940795833978761
75.94385962224412,26.07457885488723,75.3281175654939,23.78052902069049,19.025596563708337,11.026763706198834
72.87260626076497,27.853961512849438,74.95103106036389,23.915245080540437,19.035035531351795,11.16280694036551
74.92504185075916,27.894043510463952,76.98167811023072,23.04783839382614,19.03154599451716,11.09063774831528
78.12836732897303,27.800341262050818,76.94362876556072,23.03588255701755,21.10627716029819,11.053839163403326
78.125435513397,27.942591053420237,75.17789089862524,22.976685581144814,21.977536264385904,10.896834074898914
79.77141265391147,26.10075053941767,78.01821767187454,22.944921897251344,18.97110771913981,10.917988342357964
74.95286080437012,27.95903673277369,74.93456544310827,22.944128436543274,19.94505887748723,11.055603121185815
79.94979905345387,26.969111623051848,78.95254247140079,22.06006266358883,19.101546903609396,10.778463739391563
76.07026212737628,25.87032467720593,75.101242777841,24.001048392690777,19.02453217901018,10.993765737278313
78.94894189543955,28.841548673162876,79.07682327518549,22.995598787505095,19.956624409881353,10.95771433502324
77.95832141464292,28.158895303304124,74.98043211734971,23.00293298905744,22.00667761223077,10.979805826392989
78.92130505021495,29.055939853123142,78.81485152574008,22.961256716857427,19.850959756149628,11.069802851785424
75.13165548815512,27.088801214936257,79.02262045672278,20.99793037596203,20.059352940647603,11.148434146605998
70.87594932096826,27.938904829959874,77.10751965446336,21.042461896400084,20.105312800217536,10.931886485203538
79.89126369769872,27.083505014357208,79.00200399101024,21.970071630174438,18.91542156949106,11.05938541850587
75.87641460707687,25.965572196461135,75.04482427419505,23.915988611102133,19.016950074252435,11.163284089502254
78.06824216242276,28.080205341903703,74.99084082623874,23.040199024097774,22.06466576211174,11.233110294024879
75.99123664900925,26.064822670470114,75.08182709467613,24.01802891870401,19.108040664513762,10.875252467667234
80.13208877229425,25.98815388917833,75.07162350795286,20.91471023955027,19.983005384825432,11.079974331120065
79.90345560629693,26.087518326209995,78.0400428404923,23.021821044167382,19.03563661458458,10.840237944055128
75.18887656556102,27.06845784539079,76.22412411723411,21.05201685078743,18.910665798458634,10.9468287159746
79.98906558473274,25.95260868202125,74.92894507758439,21.16699275051731,19.998508426921994,10.857852232892181
69.89830702640079,23.959719616889288,70.01601861079047,22.158223921636022,17.67530960615001,10.944714235721944
76.01152409687154,25.991221748851387,75.0216587044843,24.135957433369814,18.97912533871635,10.937424593596274
74.91298935778461,29.02521659395163,77.85630747771313,22.175749172698254,18.97801309919155,10.824894320813716
77.93472426000528,28.118701146452192,76.93558304125436,22.97920887671751,20.914270839189108,11.201729545252023
74.93681675786361,27.969415641282975,77.10683710007383,22.973065516209573,18.791846293642845,11.00193856214092
69.98271916369487,23.93612811380045,69.79072019577582,22.043021905382727,17.921793753519342,10.970317350253099
75.12934421763106,28.997586162848968,77.98427788467608,22.037440277447836,19.03601369405554,10.944505398570294
71.02091681540035,28.136832802346152,76.96111777893977,21.017640587296697,19.849072230934294,10.873037577387542
74.93669526421954,27.980247792154533,75.0307218814476,23.204163606296245,20.113851553044796,10.980316481182479
76.06480497052394,26.073058236975506,75.02247126974002,24.04303914984811,18.989572173528135,11.046937730077305
79.90740886668699,26.890549833750736,79.13164963171933,21.9960343580216,19.123809106181994,11.017866354340894
70.86062651125498,28.13149488181108,76.7702931174532,20.90239505947901,19.91289216727356,10.97512242638248
80.1152513505217,25.990068233396826,74.88609723921628,20.956697302211953,19.75879982909585,11.204465882803879
78.97979344172313,29.006581047326325,78.9896418205713,23.037865510787952,19.883104344107945,11.063015029511831
74.88735108806041,26.971628089120344,74.95818593527376,22.920698090006656,19.916810898866512,10.97405402479468
75.9898176818947,26.04603190472075,74.88082154327294,23.93038427459659,18.982251562162936,11.015596125477394
79.84728765784931,25.92792897428759,74.84828116546394,20.848282772541644,20.061382190095383,11.032381596793934
75.92353372980118,25.946583314091402,75.11730522742839,24.01183747814826,18.970931832062988,11.03975751756255
75.8966923996792,26.004972935387066,75.0304832045393,23.89184747754574,19.187005776623344,11.07005723307554
77.927910202328,27.89248718593059,76.98366585797662,22.97088394090445,20.990600688439617,10.993441412151768
79.11914013165561,28.99047513474421,78.93757718666042,22.98875224294698,19.794241338319985,11.014763957395681
74.96968228643786,27.133845763660414,75.12360074344524,22.989979256836936,19.942853027030722,11.16035858078679
75.85212175924585,26.156135711160108,74.98202464724812,24.04141811916251,19.05974995737074,10.943643103110684
78.10471606408103,28.032938201221558,76.98649546725936,22.758596546942243,20.85054155591544,11.147567132385188
76.98720973114371,24.94565220388581,74.99714364904248,22.03536399999896,19.09929613205389,11.134253212304651
79.96529587501705,25.96906433374928,78.07310926091333,23.059784263932663,19.143833227417865,11.037772266458619
74.95300158451819,27.04392249468782,75.08959017278475,22.873764494896154,20.10293077388879,11.074923277769463
78.9390673112045,24.069867733463713,78.992575462077,22.002938035993495,19.079044741661146,10.982613660434398
74.81818311406761,28.028571880073308,76.92519869922857,22.94458488999638,18.940195893736735,10.963695179204821
77.8365082192572,28.0152757700548,75.09379532476676,23.181053973728286,21.933543984896403,10.912914263668263
74.91727784927994,27.01697176366346,79.19635959660432,20.97307545703486,19.896676399019587,11.00967465015002
75.07156089618294,26.886022776644904,76.01179338954303,21.095882825918135,19.111891870593947,11.112023978167903
77.99386261603851,28.04206670486121,74.92407119774457,22.87536095614269,21.932569302490364,11.012348196705824
77.10778924013323,24.86784783251825,74.87909000034283,22.12865199979418,19.060592120156215,10.959521971194285
76.94878664551636,25.03730424908163,74.84607501311696,22.06142847304561,18.817637452141376,11.118775327858256
76.04513294904022,25.93718044724982,74.97355069362291,23.865862196967655,18.938121684599064,11.000393424754954
79.93959324639884,25.95142339632953,78.06271094719055,23.05804340850958,18.93717113267468,10.931168866302807
69.96623021871356,24.22805511805259,70.05170962859962,22.065269511185534,17.946508887618442,11.039380781625686
76.0872216933682,26.12249451801606,75.05328089929974,24.023311914979907,19.038844099267763,11.066948776731062
75.1105454867047,27.073816846448775,79.00541335825979,21.1626112918682,20.11164142793637,11.046223962227252
70.04306843991974,24.010292381104414,69.89800728044028,22.30063797277895,18.02372336695191,10.794304664982507
71.0016860044418,27.88120380125719,77.00015369897395,20.815612642238808,20.0118707488416,11.079217349648792
80.1331878701248,26.112717619529022,77.91444452377145,23.042434351807255,19.138409515333738,10.941923295866985
76.02372919115871,25.970058822541795,75.06724821576377,23.909067114328423,18.968715594674293,11.036118150621649
77.0314084904812,25.088459091831936,75.1551464141346,21.8447795947882,19.100054690150095,10.983109224753498
76.00005248208386,25.963231767094875,74.86770012992255,23.928114709015286,18.800398796121183,11.038036428197874
74.87069663914131,27.87875152813021,74.97666052502363,22.859187125967676,20.01049536974501,10.927648761178235
78.86871584688134,24.098680954958965,78.93071159360717,22.043925914132995,19.121894716523066,11.205307508257837
75.0296178664422,29.028687578420783,78.07044677002649,22.00331714944483,19.205559282194965,11.007274361751344
65.0,35,70.0,19.0,18.0,9.0
50.0,37,65.0,18.0,19.0,9.0
50.0,37,65.0,18.0,19.0,9.0
50.0,37,65.0,18.0,19.0,9.0
62.0,37,68.0,22.0,18.0,9.0
76.0,28,77.0,22.0,20.0,9.0
78.0,29,77.0,21.0,18.0,9.0
77.0,28,78.0,23.0,20.0,9.0
75.85631378852672,27.847191692952006,77.03565918033127,21.927005743780718,19.86478455124212,8.947177409136728
64.98686127395257,35.09179428148456,69.92987536725626,19.009479436005115,17.946317106705457,9.034435192963192
65.01974446274102,34.82668632980035,70.0467905704309,18.89580402636764,18.192816487427674,9.040176990142387
50.07056413145283,36.926489194369196,65.11578817014447,17.8411519723115,18.94174493527509,8.915768788212322
76.02185037074992,27.941099054405036,77.07889858832132,21.824298849270644,19.866974917556135,8.951894715460398
65.03612600603307,34.87353730856967,69.99837194759697,19.117775685107336,18.203634381683713,9.224532939304599
77.94379593829026,28.96127425760738,76.94605034666166,21.079756735894264,17.952404929941622,8.989206974883055
64.80992125632946,35.166655954729514,70.18765969535166,19.120204588517527,18.152152510248865,9.018563708506282
49.90310994404607,37.121517588696435,64.99057354601761,18.0117558228659,19.100390884301618,8.97340258978358
76.91245691866082,27.912884742552805,77.92503792505435,23.039373670267327,20.183691512273178,9.000720125436937
49.88265500308443,37.03645783042604,65.0090850581212,18.034198694075034,19.133665231349482,8.974581575164779
78.1149894111196,29.039198938630587,77.17521494363949,21.1903113800825,18.094351723974153,8.984845231364043
62.19827693279892,36.96144325692248,68.02607938047693,21.926082114357186,18.062294096529612,8.925424853759626
50.191875530578514,37.11773984836362,64.98899146540404,18.006029180930476,18.85858558075334,8.923215677597256
62.076592322116916,36.99040070693966,67.91659277301063,22.08556583027623,18.22387407193291,9.099552632839554
49.94394466891206,37.02620060738461,64.85334613129812,18.007373058296142,18.849129702808103,9.249617957338913
50.016358152864214,37.02756079905625,64.86143193051608,18.093465323585438,18.851859712770942,8.876570285542686
78.01615886520383,29.08504686575163,76.97094806536705,21.065542042899324,17.897081121140694,8.97717672623784
50.11737688291859,37.19515778062582,64.73912416280908,17.883734356899982,18.898496548804548,9.080377846526872
65.06340068783605,35.10738433448124,69.98682923326498,19.033647509344938,17.934190732994097,9.00471512198541
49.9612178169294,36.90551675770784,64.9745628311193,18.00111941983555,18.979988421335094,8.91863112908462
65.11657761312277,34.94900806339669,70.10985282715201,19.086108503435952,17.80374435006222,8.987803604940996
49.967346127015915,36.85088109206645,64.932841354558,17.995382638800574,19.0590114496353,9.109319359138007
76.13576400747634,27.8654665826091,76.97734083441021,22.08655215492077,20.02965212740588,8.924287111754852
50.1040551464317,36.97591469327599,65.00101416866765,18.081100488618308,19.026434376708192,9.152661631144188
49.97468209559795,36.99124762579291,64.9580426380192,17.876609602343994,18.703873785985575,9.165928515722998
78.05561169285384,28.973689347698514,77.03344554513211,20.9458695443508,17.88559466790324,8.95700929686896
77.9350336648474,28.86255927960227,76.91519359749417,21.015813951903386,18.08809560095594,9.072118636829478
78.069484085663,28.975297544637833,76.94453177510637,21.01799373856439,18.103711947357386,9.090892510884334
75.76002947212173,27.99343875916108,77.23829633586561,22.008329006273733,19.977607389088067,8.9854167694262
77.89706138575163,29.091002463610277,76.93830520464516,21.07589566480866,18.015949782506876,9.125199985131013
76.1029669154594,28.0267580297477,76.83086192253789,21.774649382669253,20.069479278759214,9.228923154770236
64.94567180126536,34.970745062887495,70.05247906109132,18.882563001616898,17.98036255480405,8.958541466265828
49.959456062969515,37.06594147972009,64.94549290964648,18.049433528780025,18.921795686255802,9.020931066614981
76.12835232006523,27.85630603807852,76.92907343742603,21.933075245771196,19.952868133504676,8.98345333026579
77.81937496308697,28.96955110208174,76.8977699712375,20.85740376311851,17.946019259138556,9.095886951377489
49.892522738159556,37.04280439158095,64.90495875550738,17.882214340472597,18.875135845300708,8.943598670370198
50.03487169000308,37.05162772251189,65.07097683638649,18.1137049727855,18.978056864621077,8.832716500153909
77.11583633458713,28.020919158575225,78.05532534079701,22.83663854403613,19.955252564794606,9.012608972534016
75.9844520590879,28.007497667990336,76.77427207849917,22.10570868001604,20.001687892156266,8.973468004106026
49.809222811329164,36.8636489503008,64.92000287692305,17.897605130894988,19.098069850684787,9.080214606233417
49.94736962737459,37.04844307898825,65.075116739581,17.960191223797608,19.028997546997825,8.939496787578646
50.020383730580775,37.09868799706608,64.72504249020903,18.181133283458497,18.967549389355746,9.007928032144523
49.9036139713874,37.04578570155319,64.96179293931735,18.02845507158287,18.964991334804136,8.9595631708207
77.00179319652536,27.93022317358322,77.98229853062925,23.050012449361517,20.199118402934506,9.199876476350232
62.05555450966669,36.8423691268826,68.07895800278793,22.023816235299652,17.938002353212514,9.027362084022732
75.92413696954432,27.978245400702253,76.92557826104868,21.90318792472225,20.11178977214082,8.799729588548205
78.07165304865752,29.179050417185568,76.99096036424262,20.812647808014365,18.010210387006527,9.24615235065326
62.01211140029385,37.01066080231283,68.11456923427527,21.98576072911544,18.024945633575093,9.063544035446185
65.09020799658792,34.94273551753836,70.19178744728077,18.957153496679904,17.85856804494608,9.0139316034887
65.0825605823113,35.006785249038074,70.22426249988533,19.06984281397169,17.988559238004576,8.933459143146377
61.845209049456976,37.13816266667266,67.95369933050499,21.971089501021208,18.03544205351421,9.03865870827261
77.96924549842188,29.050733798533624,76.99739353568484,21.005087009922715,17.904909134483784,8.93534136883119
65.10925694410251,35.05041188318276,70.10567616931593,18.931881072557545,18.02671449371553,9.012253777170024
76.82791778995639,27.998485290664146,77.99826229515867,23.05629831117073,20.06446687580828,9.041814052887942
62.07284649355731,36.866040497227395,67.91492399139639,22.17518314124807,18.035878510855103,9.088482508431106
50.05854116307197,36.87914630499641,64.97073565708297,18.056102418579545,18.912981425090884,8.958968221042488
77.66778919255643,28.896407482070046,77.02997924200922,21.00777938270307,18.111412890113726,8.880388371326916
49.77303887791141,36.9376802255546,65.02437834322096,17.94448153440227,18.844755121928994,9.003081719937441
77.93292467334975,29.06172691860428,77.03457744006002,21.0638127009244,17.93975514631522,8.892041204013664
77.94996658556892,28.974869379541023,76.92282463229049,20.81886000321967,18.025601495173113,9.107175237941933
50.08547085424577,36.95329906470436,64.96141752013564,18.05689774724759,19.13048656186613,8.999317411428379
62.05187773891666,37.043688335937006,68.18178529796982,21.896405689033212,18.04712599267209,9.254631573721092
64.98461857027607,35.0230237248548,70.09595335501515,18.905377034145957,18.122611611404047,8.980198493916786
75.83344484966005,28.139949472911457,77.08911075294941,22.134521347298165,19.992871874033163,9.03681456499449
77.1637734043435,28.14715467252238,77.93554411286273,23.1776194383163,20.02270971704923,9.002767303593378
64.82127340527744,34.87842023351496,70.04479449430275,19.099320036744114,17.917363396438024,8.976471681273871
77.07374278307168,27.956779034885365,78.08226378855781,22.952156828157808,19.943152918323907,9.14765935928393
49.916955014698445,37.038911792097956,65.17347196820883,17.935366183815447,18.8268760490824,9.057687191177584
50.048533595399775,36.89682849149892,64.93529665104954,17.903682562735092,19.126723689849573,8.937969110309684
76.95122051129886,28.03857519879081,78.10837726338255,22.9799826292627,20.042494742423447,8.933282680204641
77.0755105510405,27.985664887438652,77.96187290941984,23.062022552958766,20.023685032442856,9.013542293864903
50.120749731248296,36.97422070424484,64.81802157810355,18.066618626438764,19.03879968863924,9.06836616129494
75.97688391666215,27.988720674983536,77.13739407528433,22.09388010062737,19.983192462538632,9.058836419525456
77.03325872071515,27.777903098148194,78.10692087557571,23.124334527421333,19.94462802608434,9.235295452194068
61.97650853538899,36.98556234508048,67.96283751472112,21.954223425446216,17.919903720955226,9.15429726220018
50.15378194591947,36.987381595377926,64.84439758989144,18.348463842864987,19.24264860585253,8.940554412131048
49.78532311242783,37.04400131127101,65.05287762736235,18.014618334406833,19.172673393530186,9.084568481323402
50.02490918793111,37.154664933818204,64.89444265529166,17.91723733157329,18.8835531361355,9.017416328322868
50.171852936709186,36.86575910580622,64.89929979267563,17.95003325392109,19.00602664517156,9.02274430463555
61.94829547109587,36.9963652592276,68.0173465885572,22.045997856328192,18.291895469953282,8.893825750658866
49.93206668949409,36.98757298991085,65.26890924167782,18.26931289959164,19.014537071056537,8.870163876203465
61.99641413068001,36.98763950358947,67.98496894219141,22.03892025490206,17.989615000044413,8.90561029764832
77.9791586521819,29.037417029720167,76.9794705543621,20.92508566800454,17.93492462779752,8.91972558379441
64.88323954106787,35.10171185223972,70.15632999855144,19.069294920559177,18.090613360720763,9.008655385662495
78.02022233213269,28.989467475654195,77.03421077249148,20.957000278433295,18.153096766976073,8.800289665469512
65.02355493247555,35.07501225564581,69.98826096483955,18.96080366938423,18.061655311714215,9.046463410516857
78.01603389916944,29.103495579497736,76.93233936825239,21.08762455376817,18.019322312184208,9.046879058170438
65.05848949953572,34.906538229176206,69.99460172335365,19.110782941102183,17.918739350024346,9.06185541763813
50.11024437986771,37.16189091700555,64.92225823574522,18.03911294399003,18.873603677533286,9.21309873524092
49.977604579505815,36.921383675737935,65.10901975617772,17.840755083508046,19.07779569712291,9.018658653058043
50.02904054686223,37.010800473122465,64.96390661312785,17.954725135202434,18.826221757587703,8.823248002399787
77.81417042597201,29.071047221375366,77.01432830303429,20.923316083228617,18.01253399004703,9.108191019896807
78.00997019707883,28.90990800570783,77.0960459947976,20.90357058255269,18.083218485731468,9.003847128973401
65.16003046013192,34.97415016386282,69.99596928189665,19.021038915743414,17.89070658064322,9.07299842937211
77.09851185874231,27.930079812264616,77.97052834009408,23.033125028595116,20.004792433727147,8.97395489691522
65.05372233895402,34.982449127407406,69.87597514557726,18.86294752762996,17.950568972477317,9.014420954065201
77.16454332688807,28.16511982671445,78.00243278773812,23.047983262121154,20.07302058337535,9.094620162456685
76.88427285115264,28.064088171393458,78.15198725666214,22.95966716518833,19.936396445119396,9.116904414650348
75.83819317682226,27.927160861158427,77.03403781530527,21.82248345839102,19.87039807776623,9.024358015206978
64.89133547634934,34.82108551411448,69.9611473471691,18.8801948879534,18.107149684240344,9.052416152906284
75.91399110393334,27.919415325060072,77.11170366222761,22.02888727901001,20.123858947912325,9.08479310953753
49.92428950938022,36.89289350412238,64.97587845006002,18.009985904712973,18.9236153199825,9.078374436535487
77.83830231145126,28.902017317348257,77.0268269652968,20.88853829512589,18.036226838722417,8.942079888181489
49.84346010151321,37.195873598944154,65.13007627987948,17.913995148459076,18.973966736852166,8.982766083026304
65.05779658982726,34.838489925722484,69.93350576272034,18.99768906147978,17.88091279550749,9.122036528548918
49.760405468202386,36.93356321243432,64.94638408332064,18.157711217198603,19.07931687069563,9.0165766717386
49.89458863137322,36.90456925039279,64.9333511767555,18.096174568176888,18.942434690141123,8.807993882445375
65.05076013721353,34.92930543948771,69.8005023717747,18.88249837079182,18.076977155769626,9.064934057153982
77.13547594480956,27.890446676555833,77.78930249515251,22.77978475891254,20.065216532016397,8.8150802295702
77.18809854018276,27.939419985338148,78.0155822051834,23.038407420806827,20.005146787929608,8.883602742268303
62.04916902814156,36.99640460866368,68.05725513021918,21.975594195181703,18.105859557095275,9.200236616982313
77.86125977108385,28.989418358372205,77.00836917336682,20.92511710936742,18.055950054188926,8.985963896524234
49.819718727056426,36.811908601356265,65.07263504408523,18.027010216708884,19.09046957524741,9.047032963989508
49.91148923281432,36.94355329472075,64.92284518171321,18.012631768326422,18.9191784800164,9.010986032006194
76.99275665106215,28.076789458846836,78.05402808634304,22.90601925861893,19.925642878226295,8.993560250327153
49.84745847120388,36.96702875734483,64.94863611547203,17.988387252483363,19.000294110547276,9.000539249232697
49.934455521787434,37.02969962273458,64.9970824283207,17.804883744064245,18.769348280419113,9.000923948217654
77.1072311032028,28.055427469100987,77.92689232834087,22.891485874894272,19.976989115007356,9.278521266237457
61.94067823703005,37.009021906149094,68.17735455619305,21.972742659720847,18.173569947558125,9.026461076199517
65.12342385444113,34.87243702377084,69.87892862344133,18.77425878486706,17.94819259825458,8.971651867986985
50.10721834935925,37.10371173250392,64.8710389998814,18.019036577033923,18.97616657628196,9.048545876946067
77.89892185243504,28.994030246920897,76.91367945483888,21.136536893922838,18.04698873847525,8.9566036641009
77.12907078278282,27.9436119337443,78.01505584178194,23.04501695998732,19.954540713013422,9.011789306508946
64.9701055888586,34.94608697281307,69.90473972402015,18.982876929757502,17.939372896164816,9.07836526254272
50.03446927005082,36.8458831861956,64.72647478449798,17.99727239137867,18.822848736607124,9.011307369076356
78.08303044011099,28.828856761230863,76.9695604799155,20.934373496078077,17.96454275396296,9.047748197043257
78.15830869679183,28.747971352819814,76.8492507203187,20.890620507965874,18.118558994240335,9.039373927873893
75.94863050317286,27.847001678454976,77.00430467351931,22.148137973313258,20.05632336417112,8.764590825308114
76.10579548793274,28.191135537651494,77.14772527146516,22.014300412621733,19.95323483567816,9.017027046669023
50.09771467782292,37.12550050538171,64.91956327077914,18.131886049209196,18.86476283779457,9.100267319236076
50.18428269892774,37.108484121332005,64.94191740382922,18.08169054184213,19.08249949216115,9.032094897641885
50.01216523491019,36.85898989759362,64.99239499547375,18.110086616651504,19.259838769748338,8.857993420537818
62.1646083096894,36.99123594380107,68.15022512162926,21.98036061543298,18.049805219746883,9.08272860236129
76.98362907881169,27.99921320253894,78.00673317223219,22.845304345002237,20.0585552601827,8.9265023940692
50.08931622736679,36.94737922587163,64.86465259283952,18.109460902726312,18.984041024049105,9.012024780596095
78.05876120622003,28.90160440609866,76.92005918287263,21.13504676306179,17.979000341130188,8.93591938458068
65.11038564900014,35.004711386137565,69.83657923217227,19.09927949686811,18.10194765764206,8.95130655442608
49.984849856108234,36.97270455242429,64.96161575676352,18.062005977560187,18.93525803906879,8.919236378646755
50.06561087995517,37.15568076105349,64.95031400819114,17.968757722870972,19.041133829072425,9.070615674244197
77.04903904721553,28.05179579515966,77.9889097977307,23.173287718377185,20.075999607750635,9.040024208018462
77.90494770406382,29.246359654400322,77.11478579744788,20.884189984871483,17.985432737623547,8.904782506705622
65.06383426693142,34.86153300419962,69.90521801399977,18.986286059053587,17.842375500543568,8.993308551853268
49.92361523104837,36.85513763843458,65.00419443829091,18.02231910091317,19.04068001441775,9.214087592770321
61.89766755013708,37.18509721459332,67.96150619460109,22.143652061148124,18.017315183924996,9.044774712826914
49.924003504295115,37.2087913610669,65.039579615801,17.987569607117717,19.071235535908567,9.195587707553075
61.92343755499189,37.066547481372154,68.08608805532467,21.90861447646762,17.878911939174227,9.009323973870668
78.11661935134101,28.78054651258257,76.88020855256056,21.0882421968396,17.891069057682444,8.858295610056159
49.97013155782311,37.08132015428414,65.19526836140332,18.041682004261226,18.995197801117577,8.943792545588122
75.81081966083495,27.98308095556885,76.98754956068339,21.973144134675387,20.019619694767417,8.920427616538335
64.92060863814822,34.96586750176706,69.82517663140428,19.002074727001215,17.772213380942862,8.955040124353975
64.88819975601949,35.066011043229665,70.0373051015876,19.078479735064693,17.877440999218287,8.94417991786559
76.97124090816949,27.96841688117168,77.96528710297167,22.948931853613985,19.991571544636912,8.917119889111762
76.88024294978297,27.86571775182673,78.00565191112666,23.090798603711104,19.945923457502026,8.999193343993653
