Location,Crop,Soil_Type,pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Expected_Yield_ton_per_hectare
Ranchi,Rice,Loamy,6.84,Low,High,High,1485,30,3.95
Ranchi,Maize,Sandy Loam,7.18,Low,Low,Medium,983,27,2.17
Ranchi,Wheat,Loamy,6.89,High,High,Medium,1043,18,2.66
Ranchi,Rice,Clay Loam,6.2,Medium,Low,Low,1227,24,3.32
Ranchi,Maize,Sandy Loam,7.44,Low,Medium,Low,943,30,3.78
Ranchi,Maize,Loamy,6.57,Medium,Low,Low,1034,28,3.64
Ranchi,Wheat,Loamy,6.04,Medium,High,Medium,960,23,3.31
Ranchi,Pulses,Loamy,6.67,High,Medium,Low,928,27,1.8
Ranchi,Wheat,Clay Loam,6.83,Medium,High,Low,1106,23,2.37
Ranchi,Maize,Sandy Loam,7.49,Medium,Medium,Low,1166,28,2.87
Ranchi,Pulses,Sandy Loam,6.84,Medium,Low,High,1007,23,1.8
Ranchi,Rice,Loamy,5.76,Low,High,Medium,1492,25,4.27
Ranchi,Wheat,Loamy,6.21,High,Medium,High,1226,24,2.03
Ranchi,Pulses,Loamy,7.5,Medium,Low,Low,1002,18,1.09
Ranchi,Pulses,Loamy,6.15,Medium,Medium,Low,937,26,1.92
Ranchi,Rice,Clay Loam,5.82,Low,High,Medium,1386,25,4.3
Ranchi,Rice,Loamy,6.94,Low,Medium,High,1385,23,2.95
Ranchi,Maize,Loamy,6.0,Low,Low,High,981,18,2.19
Ranchi,Maize,Sandy Loam,7.09,High,High,Low,1193,26,3.86
Ranchi,Rice,Loamy,6.97,High,Medium,Medium,1242,23,4.24
Ranchi,Maize,Loamy,7.13,High,High,Low,1035,29,2.46
Ranchi,Rice,Clayey,5.91,Low,Low,Medium,1276,22,2.56
Ranchi,Maize,Sandy Loam,6.49,Medium,Low,Low,1039,21,3.76
Ranchi,Wheat,Loamy,7.24,High,Medium,High,929,24,3.27
Ranchi,Pulses,Sandy Loam,7.29,Medium,Low,High,1089,19,1.11
Ranchi,Rice,Loamy,5.85,Low,Medium,High,1539,22,2.66
Ranchi,Rice,Clay Loam,6.02,Medium,Medium,Low,1337,30,3.1
Ranchi,Pulses,Loamy,6.3,High,Medium,Low,1088,26,1.32
Ranchi,Wheat,Clay Loam,7.22,Low,Medium,Low,1103,24,3.36
Ranchi,Maize,Loamy,7.4,Medium,High,Medium,1090,27,2.9
Ranchi,Maize,Loamy,6.92,Medium,High,Low,1069,28,2.65
Ranchi,Rice,Clay Loam,6.24,Low,High,Low,1248,30,2.66
Ranchi,Pulses,Sandy Loam,6.74,Low,Low,High,1020,22,1.53
Ranchi,Rice,Clayey,6.39,Medium,High,High,1374,27,2.53
Ranchi,Rice,Clayey,5.55,Medium,High,Low,1272,29,4.16
Ranchi,Wheat,Loamy,6.27,Medium,Medium,Medium,1335,25,2.03
Ranchi,Wheat,Loamy,6.66,Medium,Low,High,1239,21,3.19
Ranchi,Pulses,Loamy,6.24,Low,Medium,High,943,19,1.8
Ranchi,Maize,Sandy Loam,6.37,Low,Medium,Medium,1184,28,3.46
Ranchi,Maize,Sandy Loam,6.89,High,Low,High,933,18,3.16
Ranchi,Wheat,Loamy,7.41,Medium,Low,Medium,1318,19,3.27
Ranchi,Wheat,Clay Loam,7.23,Medium,High,Medium,941,21,2.42
Ranchi,Wheat,Loamy,6.81,Medium,High,Low,934,22,3.28
Ranchi,Pulses,Loamy,6.62,Medium,High,High,882,20,1.95
Ranchi,Rice,Clayey,6.99,High,High,Low,1209,31,4.19
Ranchi,Pulses,Loamy,6.92,Low,High,Medium,1046,20,1.1
Ranchi,Rice,Clay Loam,5.91,Medium,High,Low,1577,26,3.18
Ranchi,Wheat,Clay Loam,7.49,High,High,Medium,1138,23,2.39
Ranchi,Wheat,Loamy,7.31,Low,High,Medium,1384,23,1.75
Ranchi,Rice,Clay Loam,6.02,Medium,High,High,1517,22,4.16
Ranchi,Pulses,Sandy Loam,6.37,High,Medium,Medium,1041,23,1.88
Ranchi,Pulses,Loamy,6.24,High,Medium,Low,1003,20,1.61
Ranchi,Rice,Loamy,5.61,Medium,High,Low,1275,26,2.86
Ranchi,Pulses,Sandy Loam,6.41,Low,Low,Medium,1033,25,1.55
Ranchi,Pulses,Loamy,7.46,High,Medium,Medium,1088,22,2.0
Ranchi,Maize,Sandy Loam,7.12,Low,Low,Low,1115,24,3.43
Ranchi,Maize,Sandy Loam,6.26,Medium,Medium,Medium,1085,25,2.14
Ranchi,Pulses,Sandy Loam,6.35,Medium,Low,High,802,20,1.72
Ranchi,Maize,Sandy Loam,5.89,High,Medium,Low,1041,21,3.43
Ranchi,Maize,Loamy,7.44,Medium,High,Medium,1199,26,2.46
Ranchi,Maize,Loamy,6.93,High,High,High,1145,23,3.09
Ranchi,Maize,Loamy,6.28,Low,Low,Low,1080,24,2.65
Ranchi,Rice,Loamy,6.38,Low,High,Low,1557,31,3.32
Ranchi,Wheat,Loamy,6.59,Low,High,Low,1363,18,3.2
Ranchi,Maize,Sandy Loam,7.39,Medium,High,Low,1083,19,3.04
Ranchi,Pulses,Sandy Loam,7.0,Low,High,Low,810,21,1.93
Ranchi,Wheat,Clay Loam,6.37,Medium,High,Low,1388,21,2.75
Ranchi,Rice,Clayey,6.54,High,Medium,Medium,1210,30,3.69
Ranchi,Wheat,Clay Loam,7.26,Low,Low,Low,1193,21,3.21
Ranchi,Wheat,Clay Loam,7.01,High,Low,Low,1365,24,2.08
Ranchi,Wheat,Loamy,6.51,Low,High,High,1027,18,3.12
Ranchi,Wheat,Loamy,6.88,Low,Medium,High,975,20,2.68
Ranchi,Pulses,Sandy Loam,6.52,Medium,Low,High,952,22,1.11
Ranchi,Pulses,Sandy Loam,6.06,High,Low,High,894,24,1.88
Ranchi,Wheat,Clay Loam,7.06,Medium,Low,Medium,1234,22,2.69
Ranchi,Rice,Clay Loam,6.88,Medium,High,Low,1330,23,3.43
Ranchi,Maize,Sandy Loam,6.44,Low,Low,High,1077,24,3.23
Ranchi,Wheat,Loamy,6.96,High,Low,High,1314,19,3.28
Ranchi,Wheat,Loamy,6.77,Medium,Medium,Medium,1108,22,1.95
Ranchi,Maize,Sandy Loam,7.3,Medium,High,High,1129,25,2.44
Ranchi,Pulses,Sandy Loam,6.64,Low,High,High,1030,28,1.82
Ranchi,Maize,Loamy,5.98,High,Low,Low,1017,30,2.7
Ranchi,Rice,Loamy,5.94,High,Low,High,1579,29,4.38
Ranchi,Maize,Loamy,6.81,High,High,Low,1075,30,3.67
Ranchi,Wheat,Loamy,7.28,Low,Low,High,1098,25,3.15
Ranchi,Maize,Sandy Loam,6.97,High,Medium,Low,1023,23,2.01
Ranchi,Wheat,Loamy,6.04,Medium,High,Low,1299,24,2.28
Ranchi,Maize,Sandy Loam,6.06,High,Low,Medium,921,30,2.49
Ranchi,Wheat,Clay Loam,7.4,Low,Low,Low,934,25,1.82
Ranchi,Maize,Sandy Loam,6.48,High,Medium,Medium,1063,28,3.84
Ranchi,Wheat,Clay Loam,7.44,High,Low,High,1165,21,2.33
Ranchi,Maize,Sandy Loam,7.04,Low,Medium,Medium,999,23,3.64
Ranchi,Wheat,Loamy,6.72,Medium,Medium,Low,1256,20,2.86
Ranchi,Rice,Clayey,6.01,High,Medium,High,1580,31,2.62
Ranchi,Pulses,Sandy Loam,6.91,Medium,Low,High,845,24,1.67
Ranchi,Wheat,Clay Loam,7.16,Medium,Low,Low,1177,21,2.05
Ranchi,Rice,Loamy,6.25,Low,Medium,Low,1313,31,3.87
Ranchi,Wheat,Loamy,7.32,Low,High,Low,987,24,2.63
Ranchi,Maize,Sandy Loam,6.6,High,Medium,Low,927,21,2.12
Ranchi,Maize,Sandy Loam,7.25,High,High,High,1066,21,3.06
Ranchi,Rice,Clayey,6.44,Low,High,Medium,1371,31,3.35
Ranchi,Pulses,Loamy,7.21,Low,High,Medium,1023,22,1.16
Ranchi,Rice,Loamy,5.94,High,Medium,Medium,1269,27,2.87
Ranchi,Maize,Sandy Loam,5.96,Medium,High,Low,921,21,2.79
Ranchi,Maize,Loamy,7.45,High,Medium,High,950,28,2.48
Ranchi,Pulses,Sandy Loam,7.33,High,Medium,High,1029,26,1.65
Ranchi,Wheat,Clay Loam,6.63,Low,Low,Low,979,24,3.21
Ranchi,Maize,Sandy Loam,6.11,High,High,High,1014,19,3.15
Ranchi,Wheat,Clay Loam,6.52,Medium,Low,Medium,1224,22,1.99
Ranchi,Pulses,Loamy,7.5,High,Low,Low,1082,27,1.24
Ranchi,Pulses,Loamy,6.78,Medium,High,High,895,28,1.3
Ranchi,Wheat,Clay Loam,6.11,High,Low,High,1038,18,3.17
Ranchi,Rice,Clay Loam,5.78,Low,High,Low,1331,31,2.52
Ranchi,Pulses,Loamy,6.55,High,Low,High,864,28,1.69
Ranchi,Pulses,Loamy,6.82,Medium,Medium,High,915,25,1.65
Ranchi,Wheat,Clay Loam,6.56,Medium,Low,Medium,1228,21,3.39
Ranchi,Wheat,Clay Loam,6.72,Low,Low,Low,1227,22,3.22
Ranchi,Maize,Sandy Loam,7.13,High,Low,High,1026,23,3.01
Ranchi,Maize,Sandy Loam,6.55,Medium,Medium,High,1059,18,2.72
Ranchi,Rice,Loamy,5.68,Low,High,Medium,1572,32,3.5
Ranchi,Rice,Loamy,5.93,Low,High,Low,1435,29,3.52
Ranchi,Rice,Loamy,6.09,Medium,Low,Medium,1485,24,3.61
Ranchi,Pulses,Sandy Loam,6.74,High,High,High,1031,21,1.1
Ranchi,Maize,Loamy,6.86,Low,High,Low,950,19,2.71
Ranchi,Pulses,Loamy,7.08,High,High,Medium,1011,24,1.3
Ranchi,Maize,Sandy Loam,6.52,Medium,Medium,High,1160,19,3.13
Ranchi,Rice,Clay Loam,5.71,Medium,Medium,High,1457,29,4.32
Ranchi,Wheat,Clay Loam,6.5,Low,Low,Medium,1364,25,2.99
Ranchi,Maize,Loamy,6.24,Medium,High,Low,921,22,3.14
Ranchi,Wheat,Loamy,6.2,Low,High,Medium,1155,22,2.73
Ranchi,Rice,Clay Loam,5.65,Medium,High,Medium,1420,24,4.08
Ranchi,Maize,Loamy,6.85,Low,Medium,Low,1149,29,3.59
Ranchi,Rice,Clay Loam,6.51,High,Low,Low,1478,31,2.79
Ranchi,Maize,Sandy Loam,6.32,Medium,High,Low,1009,24,3.3
Ranchi,Wheat,Clay Loam,6.05,Medium,High,Low,1174,21,3.38
Ranchi,Rice,Loamy,5.75,Low,High,Low,1213,32,2.95
Ranchi,Pulses,Sandy Loam,6.48,Medium,Low,Medium,996,24,1.27
Ranchi,Pulses,Loamy,6.78,Medium,Low,Medium,911,18,1.24
Ranchi,Rice,Clay Loam,6.42,Medium,Low,High,1240,25,3.74
Ranchi,Wheat,Clay Loam,6.45,High,Low,High,1120,21,2.04
Ranchi,Wheat,Clay Loam,6.82,Medium,Medium,Medium,1307,20,2.76
Ranchi,Pulses,Sandy Loam,7.13,Low,Medium,High,1083,21,1.95
Ranchi,Wheat,Loamy,6.99,Low,Medium,Medium,986,19,1.89
Ranchi,Maize,Loamy,7.25,Low,Medium,Low,1089,19,2.65
Ranchi,Wheat,Loamy,6.66,Low,Low,High,1230,19,2.47
Ranchi,Rice,Loamy,6.05,Low,High,Low,1246,26,3.29
Ranchi,Pulses,Loamy,6.72,High,Medium,Medium,858,20,1.8
Ranchi,Maize,Sandy Loam,7.29,Medium,Low,High,1172,22,2.16
Ranchi,Maize,Loamy,6.18,Medium,High,Medium,1049,24,2.15
Ranchi,Rice,Loamy,6.33,High,Low,Medium,1498,29,3.73
Ranchi,Wheat,Clay Loam,6.8,High,Medium,High,981,25,2.49
Ranchi,Rice,Clay Loam,6.12,Low,Low,Low,1325,27,2.72
Ranchi,Wheat,Loamy,6.33,Low,Medium,Medium,1359,23,2.81
Ranchi,Maize,Sandy Loam,6.26,Low,High,High,1029,25,3.5
Ranchi,Pulses,Sandy Loam,6.65,Low,Medium,Medium,1002,27,1.17
Ranchi,Wheat,Clay Loam,6.57,Low,Medium,High,1203,22,2.69
Ranchi,Wheat,Loamy,6.48,Low,High,Low,1159,19,2.36
Ranchi,Pulses,Loamy,7.03,Low,High,Medium,950,20,1.77
Ranchi,Wheat,Loamy,7.09,Medium,Medium,High,1076,22,3.21
Ranchi,Maize,Sandy Loam,6.72,Medium,Medium,Medium,1182,29,2.18
Ranchi,Pulses,Sandy Loam,6.24,Medium,Medium,High,822,28,1.5
Ranchi,Rice,Clay Loam,6.28,Medium,Low,High,1403,26,3.64
Ranchi,Wheat,Clay Loam,6.36,Low,High,High,1046,21,2.97
Ranchi,Wheat,Clay Loam,6.54,Medium,Low,Medium,1126,25,3.3
Ranchi,Pulses,Loamy,6.2,Low,Low,Medium,968,26,1.88
Ranchi,Wheat,Loamy,6.45,High,High,Low,1109,22,3.02
Ranchi,Pulses,Sandy Loam,6.86,High,Medium,Medium,805,18,1.74
Ranchi,Wheat,Clay Loam,6.08,Low,Low,High,1101,19,2.68
Ranchi,Pulses,Loamy,6.23,Low,High,Low,857,28,1.98
Ranchi,Pulses,Sandy Loam,7.45,High,Medium,High,1086,26,1.0
Ranchi,Wheat,Clay Loam,6.42,Medium,Low,Low,1152,23,3.04
Ranchi,Rice,Clayey,5.69,Low,Medium,Medium,1216,30,4.25
Ranchi,Maize,Sandy Loam,5.81,Low,Medium,High,972,29,2.67
Ranchi,Rice,Loamy,5.55,High,High,Medium,1423,32,3.54
Ranchi,Pulses,Loamy,6.83,High,Medium,High,820,26,1.06
Ranchi,Rice,Loamy,5.68,Medium,Low,High,1585,22,2.66
Ranchi,Pulses,Loamy,7.22,High,Medium,High,948,25,1.95
Ranchi,Rice,Clayey,5.51,Low,Medium,Medium,1301,28,3.08
Ranchi,Pulses,Loamy,6.73,Medium,Medium,Low,867,20,1.93
Ranchi,Wheat,Clay Loam,6.52,High,Medium,High,1007,20,3.39
Ranchi,Pulses,Sandy Loam,7.5,Low,Low,Low,1002,18,1.78
Ranchi,Rice,Clay Loam,6.65,High,Low,Medium,1298,25,2.7
Ranchi,Rice,Clayey,5.86,Low,Low,High,1527,27,3.32
Ranchi,Rice,Loamy,6.09,Medium,Medium,Low,1278,28,3.21
Ranchi,Pulses,Sandy Loam,6.41,Medium,High,Low,857,26,1.45
Ranchi,Maize,Loamy,7.16,High,Medium,Low,1114,18,3.63
Ranchi,Rice,Clay Loam,5.79,High,Medium,Low,1254,27,2.73
Ranchi,Wheat,Clay Loam,7.23,Medium,Medium,Low,1029,18,2.22
Ranchi,Wheat,Loamy,6.68,Low,Low,High,1359,20,1.88
Ranchi,Wheat,Loamy,7.25,Medium,High,Medium,1205,23,1.95
Ranchi,Wheat,Clay Loam,6.06,Low,Medium,Low,1303,20,2.01
Ranchi,Wheat,Loamy,6.24,High,High,High,1151,18,1.99
Ranchi,Wheat,Loamy,7.24,Medium,Low,Low,1260,21,2.2
Ranchi,Wheat,Loamy,7.17,Low,Medium,High,1061,18,2.58
Ranchi,Rice,Loamy,5.53,Low,Low,Low,1485,32,3.89
Ranchi,Wheat,Clay Loam,6.91,High,Low,High,1332,22,3.39
Ranchi,Maize,Loamy,7.35,Low,High,High,1077,22,3.63
Ranchi,Maize,Loamy,6.13,High,Low,High,968,19,2.96
Ranchi,Maize,Loamy,6.63,Low,High,Medium,992,30,2.81
Ranchi,Pulses,Loamy,6.77,Low,High,High,1071,24,1.75
Ranchi,Pulses,Sandy Loam,6.6,High,Low,Medium,834,23,1.35
Ranchi,Pulses,Loamy,7.38,High,Medium,High,936,21,1.06
Ranchi,Wheat,Clay Loam,7.31,Medium,Low,High,1363,20,2.89
Ranchi,Wheat,Loamy,6.08,Low,Low,High,903,21,2.41
Ranchi,Pulses,Loamy,7.19,High,Medium,Low,1030,21,1.88
Ranchi,Pulses,Sandy Loam,6.48,High,Low,Medium,971,25,1.5
Ranchi,Rice,Loamy,6.44,Medium,Medium,High,1289,22,3.13
Ranchi,Wheat,Loamy,6.1,Medium,Low,High,1065,23,1.99
Ranchi,Maize,Sandy Loam,6.47,Medium,Low,Low,1050,25,3.54
Ranchi,Pulses,Loamy,6.98,Low,Medium,High,874,19,1.46
Ranchi,Pulses,Loamy,7.22,Low,Low,High,870,28,1.28
Ranchi,Pulses,Sandy Loam,6.87,Low,Medium,Medium,905,25,1.92
Ranchi,Rice,Clay Loam,6.79,Low,Low,Low,1572,25,3.04
Ranchi,Rice,Loamy,6.17,Low,Low,High,1450,22,2.79
Ranchi,Pulses,Sandy Loam,7.37,High,Medium,High,1063,23,1.29
Ranchi,Maize,Loamy,6.74,Medium,Low,High,1016,30,3.16
Ranchi,Maize,Sandy Loam,6.34,High,High,Medium,1022,26,3.67
Ranchi,Pulses,Loamy,6.2,Low,High,High,1051,18,1.0
Ranchi,Rice,Clayey,6.97,Low,Medium,Low,1455,26,3.88
Ranchi,Maize,Loamy,6.28,Medium,Medium,High,1063,28,3.56
Ranchi,Pulses,Loamy,7.03,Medium,Medium,High,869,26,1.81
Ranchi,Maize,Sandy Loam,6.97,Low,Low,Medium,951,20,2.95
Ranchi,Pulses,Sandy Loam,6.2,Medium,Low,Medium,811,20,1.54
Ranchi,Pulses,Loamy,6.32,Medium,Low,Low,1088,18,1.97
Ranchi,Wheat,Loamy,6.44,Medium,Medium,Low,1192,22,2.7
Ranchi,Wheat,Loamy,6.34,High,High,Medium,901,19,2.51
Ranchi,Pulses,Loamy,6.02,Low,High,High,1053,20,1.7
Ranchi,Wheat,Loamy,6.69,Medium,High,High,928,19,2.46
Ranchi,Maize,Sandy Loam,7.2,Medium,High,High,973,25,2.87
Ranchi,Wheat,Loamy,7.14,Low,High,Medium,1099,18,2.25
Ranchi,Maize,Sandy Loam,7.2,Low,Low,High,905,29,2.62
Ranchi,Maize,Loamy,7.09,High,Medium,Low,950,19,2.8
Ranchi,Pulses,Sandy Loam,6.88,Low,Medium,High,1067,27,1.62
Ranchi,Rice,Clay Loam,5.8,Medium,High,Low,1565,22,3.5
Ranchi,Maize,Sandy Loam,7.19,High,High,Medium,933,26,3.16
Ranchi,Wheat,Clay Loam,7.33,High,Medium,High,1206,18,2.23
Ranchi,Pulses,Sandy Loam,6.27,Medium,High,High,1090,20,1.55
Ranchi,Rice,Clay Loam,5.8,Low,Low,Medium,1445,29,3.87
Ranchi,Maize,Loamy,6.28,High,Medium,High,1181,23,3.34
Ranchi,Rice,Loamy,5.53,High,Medium,High,1370,31,4.21
Ranchi,Pulses,Loamy,6.44,Medium,Low,Medium,873,18,1.17
Ranchi,Rice,Loamy,6.46,High,Medium,Medium,1469,32,2.7
Ranchi,Pulses,Sandy Loam,6.31,High,Low,Low,818,22,1.37
Ranchi,Wheat,Loamy,6.83,High,High,High,977,25,3.19
Ranchi,Wheat,Clay Loam,7.06,Low,Medium,High,1007,25,2.53
Ranchi,Rice,Clay Loam,6.15,Low,High,High,1436,25,3.37
Ranchi,Rice,Clay Loam,6.65,High,Low,High,1424,30,3.12
Ranchi,Pulses,Loamy,6.57,Medium,Medium,Medium,925,25,1.32
Ranchi,Wheat,Loamy,7.22,Low,Medium,High,1350,18,2.75
Ranchi,Rice,Clay Loam,5.97,High,Low,Medium,1419,24,4.16
Ranchi,Maize,Sandy Loam,6.51,Medium,High,High,1110,23,3.64
Ranchi,Rice,Clay Loam,5.86,Medium,High,Low,1305,32,4.21
Ranchi,Rice,Clay Loam,6.18,Medium,Medium,Low,1421,27,3.55
Ranchi,Rice,Clay Loam,6.72,Medium,Low,Medium,1552,22,3.25
Ranchi,Rice,Loamy,6.76,High,Low,High,1350,27,3.63
Ranchi,Maize,Loamy,7.17,Medium,Low,Low,1091,20,3.77
Ranchi,Rice,Clayey,6.38,Medium,Medium,Medium,1438,30,2.51
Ranchi,Wheat,Loamy,6.69,High,High,Low,1244,21,1.96
Ranchi,Wheat,Loamy,6.02,Medium,Low,Medium,974,24,2.48
Ranchi,Wheat,Loamy,6.01,High,Low,Medium,1157,24,1.76
Ranchi,Wheat,Loamy,6.93,High,Low,Low,921,21,2.3
Ranchi,Pulses,Sandy Loam,7.07,Medium,Medium,High,930,26,1.57
Ranchi,Wheat,Loamy,6.87,Medium,Low,High,1282,24,2.4
Ranchi,Wheat,Clay Loam,6.5,Medium,Low,Medium,1237,19,1.71
Ranchi,Maize,Loamy,5.85,Low,Low,Low,1053,29,2.53
Ranchi,Pulses,Sandy Loam,7.44,Low,Low,Medium,802,28,1.49
Ranchi,Wheat,Loamy,6.59,High,High,High,1265,24,3.38
Ranchi,Pulses,Loamy,7.18,Medium,Medium,Low,941,23,1.54
Ranchi,Rice,Loamy,5.89,High,Medium,High,1516,27,3.69
Ranchi,Pulses,Loamy,6.46,Low,Low,Medium,1020,25,1.53
Ranchi,Rice,Loamy,5.52,Medium,Low,Medium,1415,22,3.07
Ranchi,Rice,Loamy,7.0,Medium,High,Medium,1399,28,2.71
Ranchi,Pulses,Loamy,6.93,Low,High,Medium,1016,25,1.61
Ranchi,Pulses,Sandy Loam,6.09,Medium,High,High,955,19,1.43
Ranchi,Rice,Clayey,5.83,Low,Medium,Medium,1219,24,3.13
Ranchi,Maize,Sandy Loam,6.08,High,High,High,968,27,3.77
Ranchi,Pulses,Sandy Loam,6.09,Low,Low,Medium,944,20,1.83
Ranchi,Rice,Loamy,5.62,High,High,Low,1348,22,2.77
Ranchi,Rice,Loamy,6.48,Medium,Low,High,1314,29,3.33
Ranchi,Maize,Loamy,6.45,High,Medium,Medium,1025,18,2.5
Ranchi,Wheat,Clay Loam,6.85,Medium,Low,High,938,18,3.3
Ranchi,Maize,Loamy,6.03,Medium,High,High,989,27,3.03
Ranchi,Pulses,Loamy,6.51,Low,Low,Medium,1074,23,1.9
Ranchi,Pulses,Sandy Loam,6.22,Medium,Medium,Medium,900,28,1.15
Ranchi,Maize,Loamy,7.12,Medium,Low,Medium,1121,27,3.78
Ranchi,Pulses,Sandy Loam,7.34,High,Medium,Medium,916,24,1.35
Ranchi,Wheat,Clay Loam,6.82,Medium,High,High,1194,22,2.59
Ranchi,Maize,Sandy Loam,6.88,Low,Medium,High,1115,20,2.53
Ranchi,Pulses,Sandy Loam,7.12,Medium,Low,Low,1061,26,1.56
Ranchi,Rice,Clayey,6.8,High,Low,High,1458,29,3.41
Ranchi,Rice,Clayey,6.46,High,Low,Low,1473,24,3.19
Ranchi,Rice,Clayey,5.83,High,Medium,High,1534,30,3.88
Ranchi,Wheat,Loamy,6.6,High,Medium,Low,1006,18,3.07
Ranchi,Wheat,Clay Loam,6.47,Low,Medium,Medium,1162,18,2.39
Ranchi,Wheat,Clay Loam,7.07,Medium,Low,High,1116,25,2.96
Ranchi,Wheat,Clay Loam,7.18,Low,Medium,Low,1115,19,2.7
Ranchi,Pulses,Loamy,6.91,Low,Medium,Low,1063,24,1.94
Ranchi,Wheat,Loamy,6.54,Medium,Low,Medium,1335,21,2.98
Ranchi,Maize,Sandy Loam,6.07,Medium,High,Low,1009,30,2.22
Ranchi,Wheat,Clay Loam,6.01,High,Low,High,975,19,2.24
Ranchi,Wheat,Loamy,6.04,Medium,High,Low,902,18,2.58
Ranchi,Wheat,Clay Loam,6.63,Medium,Medium,High,1278,23,2.35
Ranchi,Rice,Loamy,5.7,High,Low,Low,1393,31,3.22
Ranchi,Maize,Loamy,6.95,Medium,High,High,1097,27,3.31
Ranchi,Pulses,Sandy Loam,6.17,High,Low,Medium,910,23,1.4
Ranchi,Wheat,Clay Loam,6.62,Low,Medium,Medium,1024,24,2.1
Ranchi,Rice,Clay Loam,5.8,Medium,Low,Low,1295,27,3.9
Ranchi,Wheat,Loamy,6.27,Medium,Medium,High,1075,22,3.15
Ranchi,Rice,Clayey,5.68,Medium,Low,High,1388,26,3.48
Ranchi,Wheat,Loamy,6.16,Medium,Medium,Low,1274,18,2.6
Ranchi,Wheat,Clay Loam,6.62,Low,Low,Medium,1236,23,3.03
Ranchi,Wheat,Clay Loam,6.95,Low,Medium,High,1198,23,2.56
Ranchi,Pulses,Loamy,6.84,Low,High,Low,841,25,1.49
Ranchi,Wheat,Clay Loam,7.3,Medium,Low,High,1191,22,2.65
Ranchi,Maize,Loamy,6.4,Medium,Low,High,1109,19,3.49
Ranchi,Maize,Sandy Loam,7.02,Low,High,Medium,1145,19,2.54
Ranchi,Rice,Clayey,6.35,High,Medium,High,1552,28,2.84
Ranchi,Maize,Sandy Loam,6.68,Medium,Low,High,1081,20,3.84
Ranchi,Wheat,Loamy,6.77,Medium,Low,Low,1357,23,3.07
Ranchi,Rice,Clay Loam,6.21,Low,Low,Low,1324,26,3.84
Ranchi,Pulses,Loamy,7.26,Medium,High,High,862,28,1.81
Ranchi,Wheat,Loamy,6.59,Medium,Low,Low,1074,23,2.84
Ranchi,Wheat,Clay Loam,7.25,Low,Low,Medium,1027,22,1.77
Ranchi,Pulses,Loamy,6.56,High,High,Low,1018,20,1.05
Ranchi,Maize,Loamy,7.11,High,High,High,1175,23,2.15
Ranchi,Maize,Loamy,7.15,Low,High,Medium,1048,20,3.27
Ranchi,Wheat,Clay Loam,6.63,Medium,Low,High,1303,23,3.14
Ranchi,Maize,Loamy,7.19,Low,Medium,Low,1019,18,2.79
Ranchi,Wheat,Clay Loam,6.99,Low,Low,Medium,1114,23,2.2
Ranchi,Wheat,Clay Loam,6.05,Low,Medium,High,1064,21,3.31
Ranchi,Maize,Sandy Loam,7.4,High,Low,Medium,1035,21,2.13
Ranchi,Maize,Sandy Loam,6.45,High,Low,High,919,26,2.21
Ranchi,Rice,Loamy,6.32,Medium,Low,Medium,1366,22,4.24
Ranchi,Maize,Loamy,6.95,Low,Medium,Medium,1082,27,2.42
Ranchi,Maize,Sandy Loam,7.34,Medium,Low,Low,1071,28,2.49
Ranchi,Maize,Sandy Loam,5.99,High,High,Low,1012,18,3.18
Ranchi,Rice,Clayey,6.87,Low,High,Medium,1483,24,3.92
Ranchi,Rice,Clayey,6.96,Medium,Low,High,1443,26,3.93
Ranchi,Pulses,Sandy Loam,7.37,High,Medium,High,915,24,1.88
Ranchi,Rice,Loamy,6.0,Low,Medium,Medium,1311,25,2.53
Ranchi,Wheat,Loamy,6.22,High,Medium,Medium,1280,21,1.94
Ranchi,Rice,Clayey,6.67,Low,Low,Low,1259,22,3.14
Ranchi,Rice,Clay Loam,6.72,Low,Low,Low,1261,27,3.05
Ranchi,Rice,Clayey,5.82,Low,Low,Medium,1225,22,2.62
Ranchi,Maize,Sandy Loam,6.14,High,High,High,1082,25,3.48
Ranchi,Wheat,Loamy,6.05,Low,Medium,High,926,23,3.14
Ranchi,Pulses,Loamy,6.51,Medium,High,Low,1100,26,1.7
Ranchi,Wheat,Loamy,7.36,High,High,Medium,1114,20,1.72
Ranchi,Wheat,Clay Loam,6.29,Medium,High,High,1117,22,2.49
Ranchi,Maize,Loamy,6.68,High,Low,Medium,993,19,3.68
Ranchi,Rice,Loamy,6.24,Low,Low,Low,1273,25,4.35
Ranchi,Wheat,Clay Loam,7.0,Low,Low,Medium,1388,24,2.79
Ranchi,Maize,Loamy,6.31,Medium,High,High,1047,29,3.11
Ranchi,Pulses,Sandy Loam,7.26,Medium,High,High,966,18,1.21
Ranchi,Pulses,Sandy Loam,7.27,High,High,High,971,23,1.97
Ranchi,Rice,Clayey,6.91,Low,High,High,1489,29,2.53
Ranchi,Wheat,Loamy,7.49,Low,Medium,Low,1161,22,2.35
Ranchi,Rice,Clayey,5.94,Low,Medium,Medium,1514,27,3.61
Ranchi,Wheat,Clay Loam,6.58,Low,Low,High,1028,21,2.78
Ranchi,Rice,Clay Loam,6.05,High,High,Medium,1443,28,3.02
Ranchi,Rice,Clayey,6.0,High,Low,Medium,1415,22,3.84
Ranchi,Pulses,Loamy,7.38,High,Low,High,844,22,1.96
