Location,Crop,Soil_Type,pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Expected_Yield_ton_per_hectare
Ranchi,Rice,Clayey,6.45,Medium,High,Low,1560,31,2.9
Ranchi,Wheat,Loamy,6.32,High,Medium,Low,973,21,2.78
Ranchi,Maize,Loamy,6.59,Medium,High,Low,1138,22,3.71
Ranchi,Maize,Loamy,6.71,Low,Low,Low,1141,19,3.08
Ranchi,Maize,Loamy,7.11,Low,Medium,Low,1001,27,3.15
Ranchi,Pulses,Sandy Loam,6.14,Medium,High,High,977,20,1.34
Ranchi,Pulses,Loamy,6.28,High,High,High,1057,28,1.31
Ranchi,Pulses,Sandy Loam,6.67,High,High,Low,898,24,1.9
Ranchi,Wheat,Clay Loam,6.73,Low,Medium,High,1184,22,3.2
Ranchi,Wheat,Loamy,6.96,Low,Low,Medium,1164,22,3.14
Ranchi,Rice,Clayey,5.71,High,Low,High,1436,32,3.21
Ranchi,Wheat,Loamy,6.2,High,Medium,Low,1123,20,2.88
Ranchi,Pulses,Loamy,6.39,Medium,Medium,Low,953,27,1.26
Ranchi,Wheat,Clay Loam,6.56,High,Medium,Low,1246,23,3.1
Ranchi,Rice,Clay Loam,6.02,Medium,Low,High,1221,22,3.76
Ranchi,Rice,Clayey,6.65,Medium,Medium,Medium,1591,28,4.41
Ranchi,Pulses,Loamy,7.13,Medium,High,Low,852,25,1.61
Ranchi,Rice,Loamy,6.93,Medium,Low,Low,1278,23,2.79
Ranchi,Maize,Sandy Loam,7.17,Low,Low,High,1043,22,3.81
Ranchi,Maize,Loamy,6.65,High,Medium,Medium,1012,24,3.49
Ranchi,Maize,Loamy,6.36,Medium,Medium,Low,1013,18,2.45
Ranchi,Wheat,Clay Loam,6.5,High,Low,Low,1361,18,3.35
Ranchi,Rice,Clayey,6.24,Medium,Low,High,1391,27,3.92
Ranchi,Pulses,Sandy Loam,6.56,Medium,Low,Low,980,26,1.63
Ranchi,Pulses,Loamy,6.49,Low,High,High,1025,27,1.32
Ranchi,Maize,Sandy Loam,6.96,High,Low,Medium,1081,30,3.86
Ranchi,Maize,Sandy Loam,6.53,High,Low,High,1071,20,3.19
Ranchi,Rice,Clay Loam,5.95,Medium,Medium,High,1287,32,3.13
Ranchi,Pulses,Sandy Loam,6.19,Medium,Low,Medium,837,28,1.95
Ranchi,Maize,Loamy,6.63,Low,Low,Low,1094,18,3.78
Ranchi,Wheat,Clay Loam,6.15,Medium,Medium,Medium,1094,20,3.13
Ranchi,Rice,Clay Loam,6.75,High,High,High,1288,23,3.18
Ranchi,Maize,Loamy,7.1,Medium,Low,Low,902,20,3.49
Ranchi,Rice,Clay Loam,5.64,High,Low,Medium,1294,23,2.63
Ranchi,Maize,Loamy,7.06,High,Medium,Low,1032,26,2.51
Ranchi,Maize,Sandy Loam,7.38,Medium,High,High,1080,27,3.08
Ranchi,Wheat,Loamy,7.46,Medium,Low,High,1374,23,2.39
Ranchi,Maize,Loamy,7.27,Low,High,High,986,18,3.8
Ranchi,Wheat,Loamy,7.32,High,Medium,High,1065,21,1.93
Ranchi,Maize,Sandy Loam,6.29,Medium,Low,High,1098,27,3.79
Ranchi,Pulses,Sandy Loam,7.02,High,High,Low,1078,21,1.53
Ranchi,Pulses,Loamy,6.76,Medium,Low,Low,1059,25,1.34
Ranchi,Maize,Sandy Loam,6.92,Medium,Low,Medium,1083,30,2.14
Ranchi,Maize,Sandy Loam,7.45,Medium,Medium,Medium,1094,23,3.11
Ranchi,Maize,Loamy,7.49,Medium,High,Low,1026,24,3.76
Ranchi,Wheat,Loamy,6.27,Low,Low,Low,915,24,2.64
Ranchi,Maize,Loamy,7.35,High,Low,Low,1191,18,2.87
Ranchi,Rice,Clay Loam,6.75,Medium,Medium,High,1587,24,2.64
Ranchi,Pulses,Loamy,6.12,High,Low,Low,809,24,1.07
Ranchi,Pulses,Sandy Loam,6.3,High,Medium,Low,817,21,1.99
Ranchi,Pulses,Loamy,7.49,High,Low,Low,1083,18,1.6
Ranchi,Rice,Clay Loam,6.98,High,High,Low,1201,24,3.35
Ranchi,Pulses,Loamy,6.7,Medium,Medium,Medium,881,22,1.7
Ranchi,Rice,Loamy,6.66,Medium,High,Medium,1570,30,4.22
Ranchi,Maize,Loamy,6.86,Low,Medium,Low,1069,20,2.19
Ranchi,Wheat,Loamy,6.78,Medium,Medium,Low,1143,22,2.84
Ranchi,Wheat,Loamy,6.68,High,Low,Low,1390,22,1.72
Ranchi,Wheat,Loamy,6.04,Medium,Low,Low,1060,23,1.95
Ranchi,Maize,Loamy,6.62,Low,Medium,Medium,1008,23,2.39
Ranchi,Wheat,Clay Loam,7.15,Medium,High,High,1170,22,3.1
Ranchi,Wheat,Clay Loam,7.17,High,Low,Low,1033,20,2.02
Ranchi,Wheat,Loamy,7.36,Medium,Low,Medium,1120,18,3.22
Ranchi,Rice,Clayey,5.7,High,Low,Medium,1508,29,3.46
Ranchi,Rice,Loamy,6.61,High,High,Medium,1570,26,2.77
Ranchi,Wheat,Loamy,6.35,High,High,Low,1208,24,2.14
Ranchi,Pulses,Sandy Loam,6.5,High,Medium,Medium,1095,22,1.74
Ranchi,Maize,Sandy Loam,7.17,Medium,Medium,Medium,1165,22,3.32
Ranchi,Pulses,Loamy,7.0,Low,Low,Medium,971,19,1.17
Ranchi,Pulses,Sandy Loam,6.87,Low,Medium,Medium,1093,24,1.06
Ranchi,Wheat,Loamy,7.44,Medium,Medium,Low,1322,25,1.97
Ranchi,Wheat,Loamy,7.47,High,Medium,Low,1094,21,1.86
Ranchi,Wheat,Clay Loam,7.4,Low,Medium,Low,1211,23,3.21
Ranchi,Rice,Loamy,6.06,Medium,Medium,Low,1460,28,2.75
Ranchi,Wheat,Clay Loam,6.01,High,High,Medium,1194,25,3.15
Ranchi,Wheat,Clay Loam,6.9,Medium,High,Low,1362,18,2.55
Ranchi,Maize,Loamy,5.95,Low,High,High,1185,19,3.56
Ranchi,Rice,Loamy,5.5,Low,Low,Medium,1511,31,2.63
Ranchi,Rice,Clay Loam,5.81,Low,High,High,1465,31,3.61
Ranchi,Pulses,Sandy Loam,6.29,Low,High,High,850,28,1.37
Ranchi,Wheat,Loamy,6.21,High,Medium,Medium,1319,19,1.89
Ranchi,Wheat,Loamy,7.21,Medium,Medium,Low,1357,19,3.15
Ranchi,Rice,Loamy,5.53,Low,High,Medium,1241,26,3.47
Ranchi,Rice,Loamy,6.59,Low,Low,High,1546,28,3.73
Ranchi,Wheat,Loamy,7.46,Medium,Medium,Low,1210,20,1.96
Ranchi,Pulses,Sandy Loam,6.07,Medium,Medium,Medium,1061,28,1.65
Ranchi,Rice,Clayey,6.63,Low,High,Medium,1499,25,4.28
Ranchi,Maize,Loamy,6.24,High,Low,Medium,1177,21,2.89
Ranchi,Wheat,Loamy,6.95,Low,High,High,1099,23,3.37
Ranchi,Pulses,Loamy,6.24,Low,Low,Low,974,19,1.54
Ranchi,Wheat,Loamy,7.26,Medium,High,Medium,1208,21,2.2
Ranchi,Pulses,Sandy Loam,6.91,Medium,Medium,High,905,24,1.41
Ranchi,Pulses,Loamy,7.36,Medium,Medium,Medium,1093,25,1.05
Ranchi,Rice,Clay Loam,5.53,Medium,High,High,1527,26,2.79
Ranchi,Maize,Sandy Loam,6.95,High,High,High,949,26,2.31
Ranchi,Wheat,Loamy,6.43,Low,Medium,Low,1249,21,2.0
Ranchi,Rice,Loamy,5.81,High,High,Low,1337,23,2.53
Ranchi,Maize,Sandy Loam,6.98,Medium,High,Medium,1000,20,2.6
Ranchi,Wheat,Loamy,6.64,Medium,Low,Low,1359,25,2.3
Ranchi,Wheat,Clay Loam,6.77,Medium,High,Low,1362,18,2.72
Ranchi,Rice,Clayey,5.78,Low,High,Medium,1204,28,3.29
Ranchi,Wheat,Loamy,7.29,High,Medium,Low,912,25,2.58
Ranchi,Maize,Sandy Loam,5.85,Medium,Medium,Low,1193,22,2.24
Ranchi,Wheat,Loamy,6.66,Medium,Low,High,958,21,2.25
Ranchi,Pulses,Loamy,6.43,Low,Low,High,1065,25,1.39
Ranchi,Wheat,Clay Loam,7.14,Low,Medium,Medium,1220,24,3.03
Ranchi,Rice,Clay Loam,6.81,High,Medium,High,1550,31,3.71
Ranchi,Rice,Clayey,5.64,Medium,Medium,High,1439,23,4.23
Ranchi,Rice,Loamy,6.44,Low,Medium,Low,1234,29,3.87
Ranchi,Maize,Loamy,6.07,High,High,High,1063,19,2.55
Ranchi,Pulses,Sandy Loam,6.27,High,High,Medium,1089,26,1.54
Ranchi,Rice,Clayey,6.36,High,Medium,Low,1404,31,3.55
Ranchi,Rice,Loamy,6.28,High,High,Low,1406,29,4.32
Ranchi,Pulses,Loamy,6.88,Medium,Low,Medium,1009,27,1.96
Ranchi,Rice,Loamy,6.92,Medium,Medium,High,1545,30,2.78
Ranchi,Maize,Loamy,6.81,Low,High,Medium,925,19,3.12
Ranchi,Maize,Sandy Loam,6.17,Low,Low,Medium,964,23,3.71
Ranchi,Wheat,Clay Loam,6.27,High,Low,Medium,1002,23,2.53
Ranchi,Wheat,Loamy,6.4,High,Low,Medium,1397,18,2.65
Ranchi,Maize,Loamy,6.33,Low,High,Medium,926,27,2.18
Ranchi,Wheat,Clay Loam,6.71,Low,Low,High,1035,21,2.07
Ranchi,Rice,Loamy,6.54,High,Low,High,1349,30,3.13
Ranchi,Pulses,Loamy,6.7,Low,High,High,820,18,1.44
Ranchi,Pulses,Loamy,6.29,High,Low,Low,864,25,1.6
Ranchi,Pulses,Sandy Loam,7.48,High,Low,Medium,817,20,1.78
Ranchi,Rice,Clayey,6.57,Low,Medium,Low,1260,25,2.99
Ranchi,Rice,Loamy,6.81,Low,High,Low,1331,22,4.32
Ranchi,Pulses,Loamy,6.28,Low,High,Medium,1004,22,1.46
Ranchi,Maize,Sandy Loam,6.48,Low,High,Medium,979,27,2.1
Ranchi,Pulses,Sandy Loam,6.5,Low,High,High,976,25,1.47
Ranchi,Pulses,Sandy Loam,6.44,Medium,High,Medium,1008,20,1.73
Ranchi,Wheat,Clay Loam,6.39,High,Low,Low,995,19,3.08
Ranchi,Rice,Loamy,6.17,High,High,Low,1593,32,3.65
Ranchi,Rice,Clayey,6.25,Low,Low,Low,1359,25,3.59
Ranchi,Pulses,Loamy,6.4,Low,Low,Low,1100,26,1.22
Ranchi,Maize,Sandy Loam,7.1,High,Medium,Medium,1156,18,3.82
Ranchi,Rice,Loamy,6.18,Medium,Low,Low,1220,31,3.71
Ranchi,Pulses,Loamy,7.36,High,Low,Medium,852,22,1.19
Ranchi,Wheat,Loamy,7.24,Medium,High,Low,1315,19,2.84
Ranchi,Maize,Loamy,7.31,Low,Low,Low,1111,21,3.25
Ranchi,Rice,Clayey,5.86,High,Medium,Low,1504,25,2.7
Ranchi,Rice,Clayey,5.72,High,Medium,Low,1564,31,3.13
Ranchi,Pulses,Sandy Loam,6.06,Medium,Low,Medium,943,27,1.15
Ranchi,Wheat,Clay Loam,7.21,High,High,Low,1242,24,2.17
Ranchi,Maize,Loamy,7.32,Medium,Medium,Medium,940,21,3.26
Ranchi,Rice,Loamy,5.95,High,High,High,1465,31,4.38
Ranchi,Pulses,Sandy Loam,6.81,Low,Medium,Low,865,24,1.13
Ranchi,Pulses,Loamy,7.36,High,High,Low,1012,21,1.87
Ranchi,Rice,Loamy,5.76,Low,Medium,Low,1408,28,3.02
Ranchi,Rice,Loamy,5.85,Medium,Low,High,1566,22,2.62
Ranchi,Pulses,Loamy,7.26,Low,Low,Medium,892,21,1.15
Ranchi,Wheat,Loamy,6.72,Low,Low,High,1347,23,1.76
Ranchi,Pulses,Loamy,6.65,Medium,High,Low,891,25,1.21
Ranchi,Pulses,Sandy Loam,7.44,Medium,Low,High,838,23,1.47
Ranchi,Maize,Loamy,6.56,Low,Medium,Low,1115,24,3.39
Ranchi,Rice,Clayey,5.85,Medium,Low,High,1338,22,3.89
Ranchi,Maize,Sandy Loam,6.2,Low,High,Low,982,28,2.58
Ranchi,Wheat,Clay Loam,6.64,Medium,Medium,Low,1144,21,2.33
Ranchi,Wheat,Clay Loam,7.41,Medium,Low,High,914,20,1.95
Ranchi,Maize,Loamy,6.77,Medium,High,Low,1102,20,3.94
Ranchi,Maize,Loamy,6.75,High,High,High,1172,18,3.21
Ranchi,Rice,Clayey,6.17,Low,Medium,Medium,1493,30,3.24
Ranchi,Maize,Sandy Loam,6.26,High,Low,Low,982,25,3.85
Ranchi,Rice,Clay Loam,6.45,High,Medium,Low,1321,31,4.01
Ranchi,Rice,Clayey,5.85,High,Low,High,1485,32,3.27
Ranchi,Pulses,Sandy Loam,6.4,Low,Low,Low,960,23,1.21
Ranchi,Wheat,Loamy,7.21,High,Low,Low,1055,20,2.41
Ranchi,Maize,Loamy,6.66,High,High,Medium,950,24,2.78
Ranchi,Wheat,Clay Loam,6.86,High,Medium,High,1086,22,3.27
Ranchi,Pulses,Loamy,6.41,Medium,Medium,Medium,1099,25,1.64
Ranchi,Rice,Clayey,6.92,High,High,Low,1548,27,3.82
Ranchi,Pulses,Loamy,7.39,Medium,Medium,Medium,913,21,1.86
Ranchi,Wheat,Loamy,7.47,Medium,Medium,High,1292,22,1.79
Ranchi,Wheat,Clay Loam,7.23,Medium,Medium,Medium,1178,19,2.24
Ranchi,Pulses,Loamy,6.84,Medium,Medium,Low,881,24,1.3
Ranchi,Rice,Clay Loam,5.99,Low,High,Medium,1408,31,3.57
Ranchi,Rice,Clayey,6.09,Medium,Low,Low,1359,27,3.88
Ranchi,Wheat,Clay Loam,6.18,High,Low,High,969,22,2.41
Ranchi,Wheat,Clay Loam,6.92,Medium,Medium,Low,1295,19,2.49
Ranchi,Maize,Loamy,6.24,Low,High,High,1005,21,3.83
Ranchi,Rice,Clay Loam,6.54,Medium,Medium,Medium,1241,25,3.87
Ranchi,Maize,Loamy,7.41,Medium,Medium,Low,1063,20,2.47
Ranchi,Wheat,Clay Loam,6.53,High,Medium,High,1269,24,2.16
Ranchi,Rice,Clayey,6.53,Low,High,High,1296,27,4.04
Ranchi,Pulses,Loamy,7.18,Medium,Low,Medium,926,21,1.25
Ranchi,Maize,Sandy Loam,7.32,High,High,Low,1123,25,3.1
Ranchi,Rice,Loamy,5.88,Low,Medium,Medium,1465,23,3.91
Ranchi,Pulses,Loamy,6.21,High,Low,Low,1044,21,1.61
Ranchi,Pulses,Loamy,6.95,High,Low,High,1094,25,1.87
Ranchi,Wheat,Loamy,6.15,High,Low,Medium,1331,22,2.03
Ranchi,Maize,Sandy Loam,6.16,Low,Low,Medium,1170,24,3.25
Ranchi,Maize,Loamy,6.25,High,Medium,High,1194,24,2.63
Ranchi,Wheat,Loamy,7.08,Low,High,Low,922,24,2.35
Ranchi,Pulses,Sandy Loam,6.84,Low,High,High,941,18,1.04
Ranchi,Pulses,Loamy,6.99,Low,High,High,1013,23,1.84
Ranchi,Wheat,Loamy,6.16,Low,Medium,Low,1267,23,2.2
Ranchi,Pulses,Loamy,6.97,Low,Medium,Medium,925,22,1.97
Ranchi,Pulses,Loamy,6.53,Low,High,Low,889,27,1.75
Ranchi,Pulses,Sandy Loam,7.31,Low,High,Low,913,21,1.45
Ranchi,Wheat,Loamy,6.4,High,Low,Medium,1330,22,1.74
Ranchi,Rice,Clay Loam,7.0,Medium,Medium,Medium,1494,30,3.78
Ranchi,Maize,Sandy Loam,6.8,Medium,Medium,Medium,910,19,2.98
Ranchi,Wheat,Loamy,6.03,High,Medium,High,1169,20,1.86
Ranchi,Maize,Sandy Loam,7.36,Medium,Low,Medium,962,23,3.89
Ranchi,Rice,Loamy,5.52,Medium,High,Medium,1318,28,3.45
Ranchi,Rice,Clay Loam,5.68,Low,Medium,High,1600,22,2.82
Ranchi,Maize,Sandy Loam,6.73,Low,Low,High,1170,28,2.43
Ranchi,Maize,Loamy,7.43,Low,Low,Medium,923,27,2.16
Ranchi,Maize,Loamy,7.17,High,Low,High,1117,21,2.47
Ranchi,Rice,Clayey,6.29,Medium,Medium,Medium,1234,32,3.27
Ranchi,Rice,Loamy,6.04,High,Low,High,1441,29,3.28
Ranchi,Wheat,Clay Loam,7.44,Low,Low,High,1317,20,2.6
Ranchi,Maize,Sandy Loam,7.12,High,Medium,High,1121,22,3.44
Ranchi,Maize,Sandy Loam,7.39,Medium,High,Low,987,25,3.35
Ranchi,Rice,Clayey,6.45,High,Medium,High,1449,28,2.78
Ranchi,Maize,Sandy Loam,6.6,Medium,High,Medium,994,19,3.94
Ranchi,Maize,Loamy,6.08,Medium,High,Medium,979,22,2.87
Ranchi,Wheat,Clay Loam,6.06,High,Low,High,1303,21,3.39
Ranchi,Wheat,Clay Loam,6.6,High,High,High,1097,19,2.41
Ranchi,Wheat,Clay Loam,7.03,High,Medium,Low,1257,22,2.37
Ranchi,Wheat,Loamy,7.32,Medium,Medium,High,1176,23,2.67
Ranchi,Rice,Clayey,6.8,High,Medium,High,1242,27,3.36
Ranchi,Pulses,Loamy,7.14,High,Medium,Low,1053,27,1.74
Ranchi,Wheat,Loamy,6.02,Low,Low,Medium,1156,22,2.73
Ranchi,Maize,Sandy Loam,7.34,Medium,High,Medium,1199,21,3.38
Ranchi,Rice,Clayey,5.52,Low,Low,High,1301,25,3.01
Ranchi,Maize,Sandy Loam,6.25,Medium,High,Medium,1199,28,3.89
Ranchi,Rice,Clayey,6.84,Medium,High,Medium,1543,27,3.89
Ranchi,Maize,Loamy,6.13,High,High,Medium,1192,20,3.71
Ranchi,Wheat,Loamy,6.3,High,High,High,1307,24,3.38
Ranchi,Pulses,Sandy Loam,6.66,Medium,Low,Medium,851,27,1.59
Ranchi,Maize,Sandy Loam,6.39,Low,Low,Low,975,24,3.44
Ranchi,Maize,Sandy Loam,7.37,Medium,Medium,Low,1158,18,2.11
Ranchi,Pulses,Loamy,7.09,Medium,Medium,Medium,835,23,2.0
Ranchi,Maize,Loamy,6.36,High,High,Medium,980,28,2.95
Ranchi,Maize,Sandy Loam,6.56,High,High,Medium,1163,26,2.1
Ranchi,Maize,Loamy,6.36,Medium,Medium,Medium,1092,20,2.16
Ranchi,Wheat,Loamy,6.89,High,Low,Medium,1333,22,2.78
Ranchi,Wheat,Loamy,7.49,Medium,Medium,High,1399,20,2.44
Ranchi,Rice,Clayey,5.57,Medium,High,Medium,1315,27,4.43
Ranchi,Wheat,Loamy,7.11,Medium,Low,Medium,1181,21,3.3
Ranchi,Wheat,Clay Loam,7.12,Low,Medium,High,1232,23,3.14
Ranchi,Rice,Loamy,5.91,Medium,High,High,1526,26,3.31
Ranchi,Rice,Clay Loam,5.94,Medium,Medium,High,1236,27,3.0
Ranchi,Wheat,Loamy,7.36,Medium,Medium,Medium,978,23,2.06
Ranchi,Wheat,Clay Loam,7.44,Medium,Low,Medium,1274,18,2.02
Ranchi,Rice,Loamy,7.0,Medium,High,Low,1493,29,3.51
Ranchi,Maize,Sandy Loam,6.43,Medium,High,Medium,1162,25,2.98
Ranchi,Maize,Loamy,5.8,Medium,Medium,High,1112,18,3.9
Ranchi,Rice,Loamy,5.93,High,High,High,1592,22,2.86
Ranchi,Rice,Clay Loam,5.58,High,Medium,Medium,1303,24,4.41
Ranchi,Wheat,Clay Loam,7.43,High,Medium,Medium,911,18,3.27
Ranchi,Maize,Loamy,6.69,Low,Low,Low,924,18,2.81
Ranchi,Wheat,Clay Loam,6.9,High,High,High,1123,24,2.84
Ranchi,Pulses,Sandy Loam,6.58,Low,Low,High,868,26,1.52
Ranchi,Rice,Clay Loam,5.76,Medium,Low,High,1487,32,3.05
Ranchi,Wheat,Loamy,7.48,Medium,Low,High,1152,22,2.15
Ranchi,Maize,Sandy Loam,6.7,Medium,Low,High,1027,26,3.6
Ranchi,Rice,Clayey,5.62,Low,Medium,High,1269,29,2.72
Ranchi,Rice,Clayey,5.6,Medium,Medium,Low,1561,22,4.03
Ranchi,Pulses,Loamy,6.23,Low,Medium,Low,818,28,1.06
Ranchi,Wheat,Clay Loam,6.96,High,High,High,1080,22,2.74
Ranchi,Maize,Sandy Loam,7.19,Medium,Medium,High,1197,19,3.6
Ranchi,Rice,Loamy,6.91,Low,Medium,High,1508,23,2.82
Ranchi,Maize,Loamy,7.43,Low,High,High,1074,28,3.91
Ranchi,Wheat,Clay Loam,7.04,Medium,Low,High,1179,22,2.6
Ranchi,Maize,Sandy Loam,7.08,High,Low,High,1135,26,3.54
Ranchi,Maize,Sandy Loam,6.76,Medium,Low,Medium,1130,24,3.47
Ranchi,Wheat,Loamy,7.49,Medium,High,Low,1018,19,2.72
Ranchi,Wheat,Clay Loam,6.98,Low,High,Medium,990,24,2.77
Ranchi,Rice,Loamy,6.58,Medium,High,High,1560,29,3.69
Ranchi,Pulses,Sandy Loam,6.74,Medium,Medium,High,960,18,1.03
Ranchi,Rice,Loamy,6.68,Medium,Medium,High,1232,31,3.38
Ranchi,Rice,Clayey,6.01,Low,Low,Low,1404,29,4.34
Ranchi,Maize,Loamy,6.4,High,Medium,Low,964,19,3.2
Ranchi,Pulses,Loamy,7.49,Low,High,High,1040,18,1.12
Ranchi,Pulses,Loamy,6.65,High,Medium,Medium,1070,19,1.82
Ranchi,Maize,Loamy,6.33,Medium,Low,Medium,946,24,3.89
Ranchi,Wheat,Loamy,7.01,Low,High,High,1386,22,1.94
Ranchi,Pulses,Sandy Loam,6.06,High,Medium,Medium,911,22,1.35
Ranchi,Wheat,Clay Loam,7.22,High,High,Low,1391,25,2.74
Ranchi,Wheat,Loamy,6.17,High,Low,High,1230,19,2.44
Ranchi,Wheat,Clay Loam,6.54,Low,Low,High,997,23,2.29
Ranchi,Maize,Sandy Loam,6.54,Medium,Low,Medium,1055,23,2.46
Ranchi,Pulses,Sandy Loam,7.37,Low,Low,Low,876,22,1.6
Ranchi,Wheat,Clay Loam,6.27,Low,High,Low,1376,20,3.05
Ranchi,Pulses,Sandy Loam,6.25,Low,Medium,Low,813,22,1.37
Ranchi,Wheat,Loamy,7.42,Low,Medium,High,1190,23,2.64
Ranchi,Rice,Clay Loam,6.86,Medium,High,Medium,1551,31,2.84
Ranchi,Pulses,Loamy,6.63,Low,Medium,Low,812,23,1.11
Ranchi,Pulses,Sandy Loam,7.19,Low,Low,High,1002,28,1.0
Ranchi,Wheat,Clay Loam,6.25,High,Low,Medium,1055,18,2.06
Ranchi,Maize,Loamy,7.4,Medium,Low,Low,1117,20,2.45
Ranchi,Wheat,Clay Loam,6.31,High,High,Low,1400,18,2.71
Ranchi,Pulses,Sandy Loam,7.19,Low,Medium,Low,855,27,1.86
Ranchi,Wheat,Clay Loam,6.57,Medium,High,Low,1162,23,2.72
Ranchi,Pulses,Sandy Loam,6.55,Medium,Medium,Medium,1045,25,1.32
Ranchi,Pulses,Sandy Loam,7.18,Low,Low,Low,827,22,1.24
Ranchi,Pulses,Loamy,6.68,Low,High,High,1052,24,1.9
Ranchi,Wheat,Loamy,6.39,Low,High,Low,1244,18,3.15
Ranchi,Pulses,Sandy Loam,6.36,Low,Medium,Medium,901,20,1.05
Ranchi,Wheat,Clay Loam,7.14,High,Low,High,1191,18,2.97
Ranchi,Wheat,Clay Loam,6.84,High,High,High,1239,23,3.02
Ranchi,Wheat,Loamy,7.15,Medium,High,Medium,1016,25,1.93
Ranchi,Pulses,Loamy,7.25,Medium,Low,Medium,941,24,1.87
Ranchi,Maize,Sandy Loam,6.08,High,Medium,High,1005,25,3.22
Ranchi,Wheat,Clay Loam,6.24,Medium,Medium,High,1198,18,2.45
Ranchi,Rice,Clay Loam,6.93,Low,Low,Low,1201,31,3.66
Ranchi,Pulses,Sandy Loam,7.37,Low,Low,Medium,938,27,1.09
Ranchi,Pulses,Loamy,7.22,Low,Medium,High,850,28,1.0
Ranchi,Maize,Loamy,6.34,Low,Medium,Medium,1003,26,3.29
Ranchi,Rice,Clay Loam,5.53,Low,High,High,1388,25,3.4
Ranchi,Wheat,Loamy,7.38,High,Medium,High,920,18,1.8
Ranchi,Wheat,Clay Loam,6.86,High,Medium,Low,1105,23,2.95
Ranchi,Wheat,Loamy,6.11,High,Medium,Medium,1276,23,2.19
Ranchi,Maize,Loamy,6.37,Medium,High,Medium,1072,25,3.3
Ranchi,Maize,Sandy Loam,6.66,Medium,Low,High,974,18,3.85
Ranchi,Rice,Clay Loam,6.17,Medium,High,High,1550,25,2.95
Ranchi,Pulses,Sandy Loam,7.0,Low,Low,High,952,21,1.49
Ranchi,Pulses,Sandy Loam,7.06,Medium,Medium,High,902,24,1.12
Ranchi,Pulses,Loamy,6.2,High,Medium,Low,970,26,1.67
Ranchi,Wheat,Loamy,6.13,High,High,Low,1045,18,1.81
Ranchi,Pulses,Loamy,7.05,Medium,High,Medium,980,20,1.71
Ranchi,Maize,Loamy,6.17,Low,High,Low,1158,21,3.63
Ranchi,Pulses,Sandy Loam,6.38,Medium,Medium,Low,1068,21,1.57
Ranchi,Maize,Loamy,7.24,High,High,High,936,25,3.79
Ranchi,Maize,Sandy Loam,7.25,High,High,Medium,938,28,3.3
Ranchi,Rice,Clay Loam,6.32,Medium,Low,High,1285,31,4.22
Ranchi,Maize,Loamy,7.19,Low,Low,Medium,960,22,3.93
Ranchi,Maize,Sandy Loam,6.83,Low,Low,Low,972,27,3.58
Ranchi,Maize,Sandy Loam,5.85,High,Low,Medium,1059,25,3.36
Ranchi,Rice,Clayey,6.56,High,Low,Medium,1520,22,4.37
Ranchi,Maize,Sandy Loam,5.8,Medium,Low,Low,992,29,3.08
Ranchi,Rice,Clayey,6.17,Medium,Low,High,1488,22,4.03
Ranchi,Pulses,Sandy Loam,7.06,High,Low,Low,857,24,1.14
Ranchi,Rice,Clayey,6.09,High,Low,High,1254,32,3.92
Ranchi,Rice,Loamy,6.79,Low,Medium,Medium,1282,28,3.99
Ranchi,Pulses,Sandy Loam,7.12,Low,Low,Low,812,19,1.62
Ranchi,Wheat,Clay Loam,6.45,Medium,Medium,Low,936,25,2.73
Ranchi,Pulses,Sandy Loam,7.35,Medium,Low,Medium,814,20,1.48
Ranchi,Maize,Sandy Loam,6.79,Low,Medium,Low,1112,21,3.63
Ranchi,Wheat,Clay Loam,6.14,Medium,High,High,1350,24,2.6
Ranchi,Wheat,Clay Loam,7.03,Low,Low,Low,1394,23,2.34
Ranchi,Rice,Loamy,5.76,Medium,High,Medium,1304,25,2.94
Ranchi,Pulses,Sandy Loam,6.75,Medium,Low,Low,1079,25,1.0
Ranchi,Maize,Sandy Loam,7.13,High,Low,Low,1110,22,3.91
Ranchi,Wheat,Clay Loam,6.48,Low,High,Low,1080,25,3.01
Ranchi,Rice,Loamy,6.58,Low,Low,Low,1432,25,3.25
Ranchi,Rice,Clay Loam,6.22,Low,High,High,1237,23,3.33
Ranchi,Pulses,Loamy,7.33,Medium,Medium,High,999,24,1.51
Ranchi,Rice,Clay Loam,5.97,Medium,Low,Low,1338,27,3.19
Ranchi,Maize,Loamy,6.42,High,High,Medium,957,19,2.59
Ranchi,Rice,Clay Loam,6.73,Low,Medium,Low,1520,26,3.3
Ranchi,Pulses,Sandy Loam,7.01,Low,Medium,Low,894,20,1.85
Ranchi,Rice,Loamy,6.09,Medium,High,High,1409,29,3.37
Ranchi,Wheat,Loamy,6.71,Medium,Medium,Medium,1218,21,2.6
Ranchi,Pulses,Loamy,6.85,High,High,Medium,895,21,1.36
Ranchi,Maize,Sandy Loam,6.18,High,High,Low,1159,27,3.6
Ranchi,Wheat,Clay Loam,6.47,High,High,Low,1314,20,3.1
Ranchi,Rice,Loamy,5.77,Low,Medium,Low,1472,24,3.34
Ranchi,Rice,Clay Loam,6.78,Low,Medium,Medium,1299,27,3.13
Ranchi,Rice,Loamy,6.09,Low,Medium,Medium,1501,27,3.61
Ranchi,Maize,Loamy,6.49,Medium,Low,Medium,1159,19,2.63
